Day,Month,Year,pm10_egnatia,pm10_egnatia_yest,pm10_lagkada,pm25_egnatia,no2_egnatia,so2_egnatia,temperature_egnatia,humidity_egnatia,WINDS_kord,Target
4247,18,8,2011,47.0,55.0,41.0,26.0,101.0,2.0,30.8,51.0,1.14,38.0
4248,19,8,2011,38.0,47.0,33.0,20.0,86.0,6.0,29.7,54.0,1.32,37.0
4249,20,8,2011,37.0,38.0,37.0,21.0,88.0,7.0,29.4,55.0,1.16,36.0
4250,21,8,2011,36.0,37.0,32.0,21.0,94.0,3.0,32.0,40.0,1.37,44.0
4251,22,8,2011,44.0,36.0,39.0,24.0,95.0,2.0,30.6,51.0,1.21,45.0
4252,23,8,2011,45.0,44.0,39.0,25.0,93.0,3.0,30.3,52.0,1.02,58.0
4253,24,8,2011,58.0,45.0,50.0,32.0,103.0,3.0,31.2,46.0,1.08,55.0
4254,25,8,2011,55.0,58.0,56.0,33.0,103.0,3.0,32.0,46.0,1.22,45.0
4255,26,8,2011,45.0,55.0,44.0,25.0,90.0,3.0,30.2,52.0,1.36,33.0
4256,27,8,2011,33.0,45.0,28.0,21.0,89.0,7.0,28.5,45.0,1.38,31.0
4257,28,8,2011,31.0,33.0,28.0,17.0,92.0,6.0,27.9,49.0,1.24,41.0
4258,29,8,2011,41.0,31.0,39.0,22.0,95.0,5.0,28.0,49.0,1.08,45.0
4261,1,9,2011,52.0,45.0,52.0,27.0,118.0,6.0,29.1,52.0,0.83,59.0
4266,6,9,2011,41.0,47.0,42.0,25.0,111.0,5.0,28.3,55.0,0.74,54.0
4269,9,9,2011,70.0,58.0,67.0,41.0,140.0,12.0,28.9,54.0,1.3,37.0
4270,10,9,2011,37.0,70.0,35.0,20.0,96.0,14.0,28.2,47.0,1.15,37.0
4271,11,9,2011,37.0,37.0,37.0,21.0,90.0,7.0,27.7,59.0,1.08,47.0
4272,12,9,2011,47.0,37.0,40.0,25.0,96.0,4.0,27.7,62.0,1.03,44.0
4273,13,9,2011,44.0,47.0,45.0,24.0,86.0,9.0,29.9,52.0,1.04,60.0
4274,14,9,2011,60.0,44.0,54.0,33.0,58.0,21.0,30.0,43.0,0.87,61.0
4275,15,9,2011,61.0,60.0,65.0,35.0,76.0,21.0,29.6,47.0,0.94,61.0
4276,16,9,2011,61.0,61.0,63.0,34.0,82.0,20.0,29.6,50.0,0.97,63.0
4277,17,9,2011,63.0,61.0,61.0,34.0,62.0,6.0,29.7,47.0,0.92,52.0
4278,18,9,2011,52.0,63.0,50.0,29.0,51.0,2.0,29.1,48.0,1.2,44.0
4279,19,9,2011,44.0,52.0,40.0,24.0,49.0,2.0,27.4,53.0,1.5,46.0
4282,22,9,2011,47.0,49.0,31.0,26.0,51.0,8.0,24.5,54.0,1.97,50.0
4286,26,9,2011,52.0,54.0,49.0,31.0,56.0,2.0,24.9,56.0,1.02,38.0
4287,27,9,2011,38.0,52.0,30.0,22.0,58.0,3.0,23.8,48.0,0.96,43.0
4288,28,9,2011,43.0,38.0,36.0,27.0,62.0,13.0,23.8,48.0,0.89,59.0
4289,29,9,2011,59.0,43.0,51.0,34.0,71.0,18.0,24.6,44.0,1.13,47.0
4291,1,10,2011,40.0,47.0,34.0,26.0,72.0,9.0,24.4,49.0,0.91,43.0
4292,2,10,2011,43.0,40.0,30.0,31.0,84.0,12.0,25.2,46.0,1.05,47.0
4293,3,10,2011,47.0,43.0,39.0,30.0,80.0,4.0,24.0,55.0,1.09,52.0
4294,4,10,2011,52.0,47.0,53.0,33.0,80.0,6.0,23.6,59.0,0.93,60.0
4296,6,10,2011,77.0,60.0,71.0,49.0,103.0,19.0,24.3,48.0,0.97,68.0
4304,14,10,2011,30.0,45.0,16.0,22.0,143.0,5.0,15.9,62.0,1.44,38.0
4305,15,10,2011,38.0,30.0,22.0,25.0,93.0,4.0,13.8,72.0,0.94,31.0
4306,16,10,2011,31.0,38.0,17.0,25.0,94.0,13.0,12.8,45.0,1.79,28.0
4307,17,10,2011,28.0,31.0,17.0,23.0,105.0,31.0,11.0,40.0,1.74,57.0
4312,22,10,2011,79.0,91.0,75.0,66.0,105.0,32.0,17.7,66.0,1.07,66.0
4315,25,10,2011,49.0,58.0,45.0,34.0,91.0,12.0,17.7,57.0,0.84,34.0
4316,26,10,2011,34.0,49.0,31.0,24.0,75.0,8.0,17.7,53.0,1.14,44.0
4317,27,10,2011,44.0,34.0,35.0,30.0,101.0,10.0,15.6,51.0,1.17,58.0
4318,28,10,2011,58.0,44.0,54.0,44.0,86.0,20.0,15.0,53.0,0.88,70.0
4319,29,10,2011,70.0,58.0,65.0,54.0,89.0,23.0,14.7,60.0,0.82,50.0
4320,30,10,2011,50.0,70.0,51.0,38.0,93.0,30.0,15.6,51.0,1.11,71.0
4322,1,11,2011,78.0,71.0,90.0,53.0,70.0,20.0,14.0,62.0,0.78,89.0
4323,2,11,2011,89.0,78.0,96.0,83.0,69.0,18.0,14.6,60.0,0.68,85.0
4324,3,11,2011,85.0,89.0,92.0,77.0,74.0,20.0,14.6,60.0,0.75,76.0
4325,4,11,2011,76.0,85.0,87.0,69.0,65.0,17.0,15.0,62.0,0.79,71.0
4326,5,11,2011,71.0,76.0,81.0,62.0,72.0,17.0,15.3,60.0,0.74,78.0
4327,6,11,2011,78.0,71.0,80.0,76.0,74.0,24.0,14.6,64.0,0.88,74.0
4328,7,11,2011,74.0,78.0,62.0,60.0,77.0,12.0,14.9,66.0,0.83,72.0
4329,8,11,2011,72.0,74.0,72.0,63.0,70.0,10.0,15.2,70.0,0.51,74.0
4330,9,11,2011,74.0,72.0,76.0,68.0,87.0,18.0,16.1,67.0,0.66,71.0
4331,10,11,2011,71.0,74.0,65.0,60.0,91.0,14.0,16.7,67.0,1.05,58.0
4332,11,11,2011,58.0,71.0,35.0,48.0,83.0,11.0,12.6,70.0,2.02,37.0
4333,12,11,2011,37.0,58.0,25.0,33.0,68.0,17.0,9.6,53.0,0.83,45.0
4334,13,11,2011,45.0,37.0,29.0,44.0,81.0,26.0,9.7,47.0,1.14,45.0
4335,14,11,2011,45.0,45.0,33.0,38.0,94.0,28.0,11.2,41.0,1.01,54.0
4336,15,11,2011,54.0,45.0,48.0,48.0,101.0,21.0,9.6,43.0,0.93,99.0
4337,16,11,2011,99.0,54.0,102.0,83.0,113.0,26.0,9.9,53.0,0.84,125.0
4338,17,11,2011,125.0,99.0,116.0,104.0,107.0,23.0,10.1,59.0,0.7,123.0
4339,18,11,2011,123.0,125.0,119.0,101.0,125.0,14.0,10.6,56.0,0.77,186.0
4340,19,11,2011,186.0,123.0,151.0,151.0,138.0,19.0,10.6,57.0,0.68,171.0
4341,20,11,2011,171.0,186.0,164.0,139.0,133.0,32.0,10.5,60.0,0.38,170.0
4342,21,11,2011,170.0,171.0,150.0,138.0,145.0,34.0,10.9,62.0,0.62,140.0
4343,22,11,2011,140.0,170.0,157.0,114.0,122.0,23.0,11.3,67.0,0.47,139.0
4344,23,11,2011,139.0,140.0,136.0,108.0,103.0,30.0,12.1,70.0,0.72,87.0
4345,24,11,2011,87.0,139.0,77.0,72.0,78.0,38.0,12.4,64.0,1.13,53.0
4346,25,11,2011,53.0,87.0,49.0,42.0,70.0,39.0,12.2,56.0,0.95,57.0
4347,26,11,2011,57.0,53.0,49.0,55.0,67.0,44.0,12.0,52.0,1.17,62.0
4348,27,11,2011,62.0,57.0,70.0,59.0,72.0,37.0,10.1,48.0,0.91,118.0
4349,28,11,2011,118.0,62.0,121.0,97.0,78.0,65.0,11.3,53.0,0.93,100.0
4350,29,11,2011,100.0,118.0,97.0,82.0,80.0,50.0,13.2,55.0,0.71,119.0
4352,1,12,2011,138.0,119.0,137.0,123.0,92.0,40.0,11.3,64.0,0.5,144.0
4353,2,12,2011,144.0,138.0,130.0,113.0,111.0,38.0,12.2,64.0,0.39,127.0
4354,3,12,2011,127.0,144.0,143.0,107.0,92.0,35.0,12.7,64.0,0.45,133.0
4355,4,12,2011,133.0,127.0,143.0,102.0,85.0,36.0,12.6,70.0,0.51,128.0
4356,5,12,2011,128.0,133.0,118.0,100.0,89.0,44.0,13.0,76.0,0.59,78.0
4357,6,12,2011,78.0,128.0,75.0,55.0,76.0,28.0,16.3,65.0,0.55,63.0
4358,7,12,2011,63.0,78.0,40.0,43.0,89.0,12.0,12.9,63.0,1.09,50.0
4359,8,12,2011,50.0,63.0,45.0,32.0,96.0,15.0,10.1,50.0,2.12,53.0
4360,9,12,2011,53.0,50.0,48.0,38.0,97.0,11.0,10.1,42.0,0.79,78.0
4361,10,12,2011,78.0,53.0,84.0,69.0,92.0,27.0,10.7,57.0,0.52,87.0
4362,11,12,2011,87.0,78.0,102.0,81.0,88.0,29.0,12.9,64.0,0.47,93.0
4363,12,12,2011,93.0,87.0,100.0,81.0,81.0,31.0,13.9,72.0,0.55,80.0
4364,13,12,2011,80.0,93.0,79.0,72.0,88.0,21.0,14.7,74.0,0.51,78.0
4365,14,12,2011,78.0,80.0,99.0,74.0,88.0,23.0,13.4,75.0,0.53,74.0
4366,15,12,2011,74.0,78.0,65.0,61.0,89.0,33.0,13.6,71.0,0.67,58.0
4368,17,12,2011,37.0,58.0,36.0,23.0,77.0,25.0,16.9,50.0,1.45,28.0
4369,18,12,2011,28.0,37.0,23.0,21.0,95.0,26.0,13.0,40.0,1.12,40.0
4370,19,12,2011,40.0,28.0,30.0,28.0,110.0,27.0,10.7,70.0,0.76,58.0
4371,20,12,2011,58.0,40.0,48.0,40.0,93.0,35.0,10.5,71.0,0.86,39.0
4372,21,12,2011,39.0,58.0,27.0,29.0,84.0,35.0,9.2,48.0,1.14,30.0
4373,22,12,2011,30.0,39.0,15.0,24.0,85.0,5.0,4.3,82.0,2.92,58.0
4374,23,12,2011,58.0,30.0,25.0,37.0,76.0,27.0,5.4,66.0,2.1,46.0
4375,24,12,2011,46.0,58.0,39.0,39.0,76.0,28.0,4.9,53.0,1.01,70.0
4376,25,12,2011,70.0,46.0,50.0,64.0,76.0,51.0,5.6,53.0,1.01,55.0
4377,26,12,2011,55.0,70.0,42.0,52.0,75.0,54.0,7.6,54.0,0.84,73.0
4378,27,12,2011,73.0,55.0,65.0,64.0,76.0,47.0,7.0,56.0,0.82,77.0
4379,28,12,2011,77.0,73.0,71.0,71.0,126.0,46.0,6.0,59.0,0.7,95.0
4380,29,12,2011,95.0,77.0,118.0,77.0,109.0,45.0,6.4,67.0,0.48,123.0
4381,30,12,2011,123.0,95.0,132.0,95.0,123.0,42.0,6.6,71.0,0.58,56.0
