Day,Month,Year,pm10_egnatia,pm10_egnatia_yest,pm10_lagkada,pm25_egnatia,no2_egnatia,so2_egnatia,temperature_egnatia,humidity_egnatia,WINDS_kord,Target
2959,7,2,2008,97,68,69,51,90,14,11.7,82,1.16,51
2960,8,2,2008,51,97,36,26,94,16,9.8,63,0.97,30
2961,9,2,2008,30,51,21,15,96,6,8,47,1.22,29
2962,10,2,2008,29,30,17,17,94,12,6.4,47,0.86,38
2963,11,2,2008,38,29,24,20,94,15,7.4,54,1.16,40
2964,12,2,2008,40,38,27,21,97,13,6.9,44,1.18,50
2965,13,2,2008,50,40,42,28,92,14,6.7,40,1.39,61
2966,14,2,2008,61,50,42,33,104,27,8.5,29,1.36,92
2967,15,2,2008,92,61,64,46,115,29,9.9,45,0.89,47
2968,16,2,2008,47,92,28,26,82,13,3.8,33,1.39,29
2969,17,2,2008,29,47,15,18,84,17,0.7,23,2.42,41
2970,18,2,2008,41,29,24,22,100,25,1.4,31,1.87,52
2971,19,2,2008,52,41,44,25,112,21,10.2,32,1.54,88
2972,20,2,2008,88,52,73,41,111,27,11.3,59,0.83,102
2973,21,2,2008,102,88,88,51,118,29,11.5,65,0.76,79
2974,22,2,2008,79,102,83,44,111,25,13,59,0.63,60
2975,23,2,2008,60,79,69,52,110,21,13.1,65,1,45
2976,24,2,2008,45,60,47,38,92,17,13.7,46,0.99,78
2977,25,2,2008,78,45,66,53,98,12,9.3,72,0.66,118
2978,26,2,2008,118,78,90,72,99,17,13.6,71,,97
2979,27,2,2008,97,118,74,60,96,15,12.7,83,,118
2980,28,2,2008,118,97,77,80,90,15,14.2,77,,
2981,29,2,2008,,118,,,,,,,,45
2982,1,3,2008,45,,56,36,87,8,15.1,67,,31
2983,2,3,2008,31,45,17,21,77,7,15.2,46,,74
2984,3,3,2008,74,31,70,61,110,11,17.2,49,0.79,88
2985,4,3,2008,88,74,70,71,111,10,15.6,69,,95
2986,5,3,2008,95,88,60,74,110,12,16.6,69,1.14,72
2987,6,3,2008,72,95,54,58,84,14,15.6,74,1.42,47
2988,7,3,2008,47,72,28,37,94,10,13.3,73,1.45,67
2989,8,3,2008,67,47,45,49,105,12,13,70,0.87,51
2990,9,3,2008,51,67,30,41,106,11,14.2,59,0.85,50
2991,10,3,2008,50,51,27,42,93,15,13.4,66,0.87,71
2992,11,3,2008,71,50,40,52,112,9,15.1,57,1.3,59
2993,12,3,2008,59,71,29,41,112,9,16.2,59,1.12,59
2994,13,3,2008,59,59,46,30,113,12,14.9,52,2.16,34
2995,14,3,2008,34,59,16,22,111,10,14.8,35,1.22,69
2996,15,3,2008,69,34,39,42,123,17,14.6,52,0.91,59
2997,16,3,2008,59,69,43,42,97,14,14.1,78,0.96,75
2998,17,3,2008,75,59,48,41,96,12,14.8,81,0.82,57
2999,18,3,2008,57,75,50,28,87,15,16.6,62,1.18,61
3000,19,3,2008,61,57,40,32,101,17,13.5,55,1.32,33
3001,20,3,2008,33,61,18,27,78,11,9.6,84,0.99,71
3002,21,3,2008,71,33,35,37,98,12,13,73,1.33,47
3003,22,3,2008,47,71,34,24,101,10,15.8,48,1.26,58
3004,23,3,2008,58,47,31,39,99,14,16.6,59,1.65,98
3005,24,3,2008,98,58,77,43,92,8,17,55,1.96,25
3006,25,3,2008,25,98,12,14,92,11,13,38,1.18,40
3007,26,3,2008,40,25,19,25,110,15,13.2,36,1.5,60
3008,27,3,2008,60,40,36,38,116,13,12.6,61,1.22,49
3009,28,3,2008,49,60,30,31,103,16,14,55,1.22,48
3010,29,3,2008,48,49,31,33,103,18,15,50,1.19,50
3011,30,3,2008,50,48,34,31,92,15,15.2,52,1.1,52
3012,31,3,2008,52,50,41,35,104,13,14.5,59,,43
3013,1,4,2008,43,52,40,27,108,18,14.7,61,1.48,60
3014,2,4,2008,60,43,46,35,105,7,15.1,66,1.31,49
3015,3,4,2008,49,60,38,33,94,10,14.2,71,0.98,45
3016,4,4,2008,45,49,20,31,113,10,11.5,87,1.22,39
3017,5,4,2008,39,45,31,24,94,10,12.5,83,1.25,41
3018,6,4,2008,41,39,20,25,96,9,13.1,69,0.99,53
3019,7,4,2008,53,41,43,35,106,15,17.2,47,0.71,70
3020,8,4,2008,70,53,59,49,123,20,17.5,62,1.17,56
3021,9,4,2008,56,70,40,40,100,10,17.2,73,0.97,59
3022,10,4,2008,59,56,49,37,107,10,16.6,79,0.69,72
3023,11,4,2008,72,59,64,44,100,10,16.5,88,0.95,76
3024,12,4,2008,76,72,57,44,85,5,16.4,91,0.91,90
3025,13,4,2008,90,76,87,52,85,7,19,80,0.77,96
3026,14,4,2008,96,90,85,55,90,9,18.9,80,1.35,44
3027,15,4,2008,44,96,16,23,107,9,16.8,61,1.56,39
3028,16,4,2008,39,44,29,22,122,8,17.4,40,0.92,52
3029,17,4,2008,52,39,37,30,118,15,16.1,46,1.02,58
3030,18,4,2008,58,52,30,43,110,8,17,66,0.98,53
3031,19,4,2008,53,58,39,36,95,13,17.3,79,0.96,55
3032,20,4,2008,55,53,54,40,88,20,19,80,0.9,83
3033,21,4,2008,83,55,83,46,105,19,20.1,75,1.27,84
3034,22,4,2008,84,83,75,43,101,14,21.3,62,1.19,47
3035,23,4,2008,47,84,34,33,97,7,21,43,1.6,40
3036,24,4,2008,40,47,21,27,114,4,20.3,44,1.17,34
3037,25,4,2008,34,40,12,26,82,5,15.4,76,0.97,32
3038,26,4,2008,32,34,18,20,78,9,15.5,63,0.98,30
3039,27,4,2008,30,32,19,23,77,5,14.4,66,0.92,36
3040,28,4,2008,36,30,27,25,77,8,16.3,63,1.06,51
3041,29,4,2008,51,36,42,37,108,11,18.4,52,1.18,42
3042,30,4,2008,42,51,31,31,97,11,19.4,51,,42
3043,1,5,2008,42,42,29,35,67,12,18.9,61,1.31,55
3044,2,5,2008,55,42,45,31,132,9,22.5,48,2.04,28
3045,3,5,2008,28,55,20,16,117,3,22,32,1.86,32
3046,4,5,2008,32,28,21,25,115,5,20.3,39,1.6,38
3047,5,5,2008,38,32,34,27,100,12,18.5,63,1.13,36
3048,6,5,2008,36,38,27,24,100,8,15.5,76,0.95,75
3049,7,5,2008,75,36,27,40,125,8,14.4,69,0.92,59
3050,8,5,2008,59,75,46,39,92,12,17.6,63,1.36,65
3051,9,5,2008,65,59,51,38,139,16,20.7,44,1.46,49
3052,10,5,2008,49,65,31,37,90,6,18.9,61,1.4,29
3053,11,5,2008,29,49,21,20,78,10,17.8,60,1.44,34
3054,12,5,2008,34,29,30,25,80,10,18.1,65,1.14,40
3055,13,5,2008,40,34,35,27,92,8,19,62,1.17,43
3056,14,5,2008,43,40,34,32,116,6,19.2,60,1.19,51
3057,15,5,2008,51,43,34,35,104,10,20.3,55,1.1,44
3058,16,5,2008,44,51,33,32,110,12,21,54,1,47
3059,17,5,2008,47,44,33,35,101,17,21.6,55,0.94,46
3060,18,5,2008,46,47,28,39,100,9,22.2,60,0.94,69
3061,19,5,2008,69,46,46,49,121,15,22.2,64,1.08,59
3062,20,5,2008,59,69,46,44,109,12,22.5,71,0.96,95
3063,21,5,2008,95,59,71,53,109,7,23.2,74,1.53,77
3064,22,5,2008,77,95,62,42,126,6,22.7,55,1.19,54
3065,23,5,2008,54,77,31,39,128,6,24,46,1.22,40
3066,24,5,2008,40,54,24,30,98,8,23.9,53,1.09,42
3067,25,5,2008,42,40,18,28,90,6,24.5,54,1.23,66
3068,26,5,2008,66,42,34,44,137,9,28.3,44,1.21,54
3069,27,5,2008,54,66,37,39,97,3,26.1,61,,75
3070,28,5,2008,75,54,67,49,108,7,28,58,,91
3071,29,5,2008,91,75,66,53,102,10,26.8,61,,45
3072,30,5,2008,45,91,27,28,90,7,23.1,64,,37
3073,31,5,2008,37,45,27,24,88,8,24,55,,51
3074,1,6,2008,51,37,29,41,106,7,27.4,46,,59
3075,2,6,2008,59,51,40,40,114,9,25.4,61,,46
3076,3,6,2008,46,59,24,26,100,8,22.8,58,,38
3077,4,6,2008,38,46,19,26,92,6,23.2,57,,61
3078,5,6,2008,61,38,37,38,106,7,24.8,58,,53
3079,6,6,2008,53,61,29,32,106,3,23.3,61,,40
3080,7,6,2008,40,53,20,29,101,2,23,63,,39
3081,8,6,2008,39,40,15,25,83,3,22.2,64,1.16,61
3082,9,6,2008,61,39,17,34,122,4,21.6,68,0.91,26
3083,10,6,2008,26,61,27,24,112,5,24.7,51,1.11,57
3084,11,6,2008,57,26,54,46,122,11,25.8,48,1.23,68
3085,12,6,2008,68,57,50,45,116,5,26.3,51,1.36,86
3086,13,6,2008,86,68,59,55,125,4,25.1,54,1.09,57
3087,14,6,2008,57,86,40,38,103,4,26.2,52,1.4,33
3088,15,6,2008,33,57,23,22,110,4,27,42,1.4,46
3089,16,6,2008,46,33,19,41,72,6,25.7,59,1.27,50
3090,17,6,2008,50,46,32,39,104,3,26.2,62,1.14,57
3091,18,6,2008,57,50,40,44,109,2,27.8,60,1.23,61
3092,19,6,2008,61,57,50,31,122,4,31.3,40,2,57
3093,20,6,2008,57,61,41,39,102,3,29.6,41,1.29,52
3094,21,6,2008,52,57,32,42,85,5,29.5,45,1.16,57
3095,22,6,2008,57,52,38,45,86,4,29.6,51,1.3,60
3096,23,6,2008,60,57,42,46,100,5,30.1,50,1.33,65
3097,24,6,2008,65,60,50,46,106,5,30.5,50,1.29,78
3098,25,6,2008,78,65,58,56,110,5,32,45,1.57,69
3099,26,6,2008,69,78,51,53,104,4,31.3,47,1.21,76
3100,27,6,2008,76,69,56,55,125,6,30.9,48,1.55,58
3101,28,6,2008,58,76,40,46,103,6,31.5,42,1.39,45
3102,29,6,2008,45,58,29,36,84,5,30.5,45,1.26,60
3103,30,6,2008,60,45,42,43,102,6,29.2,55,,55
3104,1,7,2008,55,60,37,41,101,4,29.9,51,1.44,70
3105,2,7,2008,70,55,52,56,101,4,30.4,49,1.52,57
3106,3,7,2008,57,70,47,44,96,3,29.3,57,1.46,58
3107,4,7,2008,58,57,45,39,97,3,28,57,1.53,54
3108,5,7,2008,54,58,27,45,99,5,29.6,46,1.75,34
3109,6,7,2008,34,54,27,23,98,4,30.3,37,1.47,56
3110,7,7,2008,56,34,35,45,108,6,29.2,51,1.31,62
3111,8,7,2008,62,56,46,50,122,6,29.5,49,2,77
3112,9,7,2008,77,62,64,32,130,4,30.6,38,2.37,55
3113,10,7,2008,55,77,40,44,105,8,28.8,37,1.51,53
3114,11,7,2008,53,55,43,37,92,8,28.7,48,1.51,41
3115,12,7,2008,41,53,30,30,81,3,28.3,51,1.3,35
3116,13,7,2008,35,41,24,28,86,7,28.8,45,1.51,56
3117,14,7,2008,56,35,36,47,102,10,28.8,52,1.18,85
3118,15,7,2008,85,56,65,49,103,5,29.4,48,3.83,54
3119,16,7,2008,54,85,46,26,103,3,25.8,35,2.27,56
3120,17,7,2008,56,54,41,39,105,4,27.6,37,1.41,66
3121,18,7,2008,66,56,47,56,112,9,28.3,46,1.26,51
3122,19,7,2008,51,66,37,43,95,9,29.3,48,1.1,60
3123,20,7,2008,60,51,37,51,84,7,30.2,46,1.14,73
3124,21,7,2008,73,60,55,53,109,7,30.4,52,1.19,77
3125,22,7,2008,77,73,53,58,100,6,29.1,56,2,45
3126,23,7,2008,45,77,39,22,107,6,25.5,42,1.69,35
3127,24,7,2008,35,45,28,24,107,8,24.9,39,1.31,40
3128,25,7,2008,40,35,30,30,95,9,25.6,43,1.24,39
3129,26,7,2008,39,40,30,27,107,6,27.5,44,2.02,67
3130,27,7,2008,67,39,47,44,93,3,27.6,50,1.25,67
3131,28,7,2008,67,67,52,44,110,6,27.3,56,1.22,48
3132,29,7,2008,48,67,37,36,110,5,28.5,48,1.4,58
3133,30,7,2008,58,48,43,43,112,6,29.2,48,1.24,57
3134,31,7,2008,57,58,46,39,115,6,29.8,44,,45
3135,1,8,2008,45,57,39,31,98,5,29.1,44,1.3,41
3136,2,8,2008,41,45,30,31,83,6,28.9,43,1.46,51
3137,3,8,2008,51,41,39,38,84,8,27.9,49,0.9,67
3138,4,8,2008,67,51,54,39,107,12,28.9,47,0.64,90
3139,5,8,2008,90,67,73,62,129,12,29.8,45,0.57,76
3140,6,8,2008,76,90,62,45,123,10,32.1,41,0.85,68
3141,7,8,2008,68,76,54,47,92,6,30,51,1.08,63
3142,8,8,2008,63,68,51,42,88,6,28.6,55,1.18,46
3143,9,8,2008,46,63,38,30,73,4,28.3,62,1.7,35
3144,10,8,2008,35,46,27,21,82,4,27.8,50,1.56,36
3145,11,8,2008,36,35,26,25,95,6,27.4,44,1.17,48
3146,12,8,2008,48,36,38,37,94,7,28.6,48,1.04,58
3147,13,8,2008,58,48,43,47,100,7,29.7,51,1,65
3148,14,8,2008,65,58,52,48,107,8,30.8,47,0.91,59
3149,15,8,2008,59,65,45,44,88,7,31.6,41,,62
3150,16,8,2008,62,59,44,49,96,7,30.8,45,1.39,54
3151,17,8,2008,54,62,36,40,89,6,31.5,42,,60
3152,18,8,2008,60,54,51,29,126,6,32,32,1.37,58
3153,19,8,2008,58,60,46,44,114,8,30.2,37,1.09,62
3154,20,8,2008,62,58,48,47,101,6,29.7,52,1.05,64
3155,21,8,2008,64,62,50,45,98,4,29.7,53,1.01,73
3156,22,8,2008,73,64,60,44,118,7,31.4,45,1.3,72
3157,23,8,2008,72,73,58,50,104,5,31.1,45,1.08,70
3158,24,8,2008,70,72,49,49,102,7,31.2,44,1.62,76
3159,25,8,2008,76,70,61,51,109,8,29,47,1.26,70
3160,26,8,2008,70,76,56,46,98,4,29.2,60,1.3,44
3161,27,8,2008,44,70,37,26,99,4,29.5,48,0.95,46
3162,28,8,2008,46,44,39,30,92,4,28.8,43,1.13,62
3163,29,8,2008,62,46,46,45,90,5,27.5,55,1.59,56
3164,30,8,2008,56,62,48,24,106,4,28.7,39,2.35,41
3165,31,8,2008,41,56,29,34,69,4,25.3,52,,53
3166,1,9,2008,53,41,43,31,88,15,25.7,55,1.23,43
3167,2,9,2008,43,53,32,30,84,6,25.8,53,1.23,64
3168,3,9,2008,64,43,49,48,83,6,25.9,60,1.13,57
3169,4,9,2008,57,64,45,42,80,5,26.5,66,0.93,72
3170,5,9,2008,72,57,55,51,103,3,27.4,61,0.86,70
3171,6,9,2008,70,72,56,51,82,3,28.1,58,0.88,74
3172,7,9,2008,74,70,50,57,81,4,28.1,62,0.97,71
3173,8,9,2008,71,74,59,43,108,4,28.3,58,0.94,96
3174,9,9,2008,96,71,75,67,127,6,29.5,48,1.19,72
3175,10,9,2008,72,96,58,44,101,5,28.2,48,1.2,63
3176,11,9,2008,63,72,52,39,91,4,26.7,58,1.08,79
3177,12,9,2008,79,63,62,53,107,6,27.1,58,0.74,75
3178,13,9,2008,75,79,56,54,92,3,27.4,66,0.72,78
3179,14,9,2008,78,75,57,52,90,4,27.4,65,0.74,69
3180,15,9,2008,69,78,55,41,85,4,24.5,70,1.27,78
3181,16,9,2008,78,69,65,45,84,4,23.4,70,1.06,58
3182,17,9,2008,58,78,49,23,100,10,21.6,55,3.11,38
3183,18,9,2008,38,58,33,19,95,3,17.7,44,2.55,41
3184,19,9,2008,41,38,35,24,115,6,17.9,39,1.58,45
3185,20,9,2008,45,41,35,33,104,11,16.2,49,1.31,26
3186,21,9,2008,26,45,20,19,91,6,17.3,46,1.26,46
3187,22,9,2008,46,26,33,35,100,11,18.2,49,0.96,53
3188,23,9,2008,53,46,41,32,110,8,19.6,52,1.38,55
3189,24,9,2008,55,53,37,48,106,7,19.2,61,1.16,53
3190,25,9,2008,53,55,39,37,99,3,17.3,82,1.05,104
3191,26,9,2008,104,53,85,51,112,4,19.8,66,1.12,67
3192,27,9,2008,67,104,54,36,83,4,16.7,76,0.56,36
3193,28,9,2008,36,67,28,26,83,4,15.8,82,0.87,73
3194,29,9,2008,73,36,61,41,103,8,16.3,71,0.62,85
3195,30,9,2008,85,73,70,49,97,10,18.2,65,,76
3196,1,10,2008,76,85,62,45,98,5,19.5,66,0.76,78
3197,2,10,2008,78,76,66,48,103,3,18.5,80,0.58,84
3198,3,10,2008,84,78,70,48,83,3,19.8,83,0.61,66
3199,4,10,2008,66,84,54,35,90,3,21.2,73,1.56,36
3200,5,10,2008,36,66,31,17,83,3,18.1,53,1.27,70
3201,6,10,2008,70,36,58,37,123,8,18.3,42,1.12,75
3202,7,10,2008,75,70,32,43,120,7,21.1,46,0.79,78
3203,8,10,2008,78,75,51,49,106,7,20.3,59,0.87,57
3204,9,10,2008,57,78,45,36,86,4,20,69,0.97,58
3205,10,10,2008,58,57,48,36,87,11,20,67,1.01,69
3206,11,10,2008,69,58,44,39,106,7,21.1,53,1.04,48
3207,12,10,2008,48,69,40,35,97,7,20.4,56,0.93,59
3208,13,10,2008,59,48,55,39,99,14,19.1,59,0.89,66
3209,14,10,2008,66,59,74,44,125,22,19.2,63,0.62,87
3210,15,10,2008,87,66,75,58,135,10,20.6,58,0.74,99
3211,16,10,2008,99,87,97,64,116,5,20.2,67,1.03,91
3212,17,10,2008,91,99,84,59,107,4,20,75,0.93,75
3213,18,10,2008,75,91,61,51,99,2,20.6,71,1.65,52
3214,19,10,2008,52,75,42,30,66,2,19.2,69,0.63,69
3215,20,10,2008,69,52,77,44,76,6,19.6,72,0.73,69
3216,21,10,2008,69,69,68,41,66,6,19.5,74,1.05,51
3217,22,10,2008,51,69,42,28,79,7,19.7,68,0.87,60
3218,23,10,2008,60,51,54,35,92,17,19,62,0.89,74
3219,24,10,2008,74,60,65,42,89,9,18.4,67,1.06,48
3220,25,10,2008,48,74,34,32,80,14,18.1,62,0.89,43
3221,26,10,2008,43,48,34,31,61,12,17.5,67,0.79,41
3222,27,10,2008,41,43,38,27,71,8,17.2,62,0.76,44
3223,28,10,2008,44,41,37,31,68,7,17.5,69,0.84,46
3224,29,10,2008,46,44,47,32,82,5,18.5,65,0.86,67
3225,30,10,2008,67,46,64,49,93,9,19.2,72,0.64,80
3226,31,10,2008,80,67,90,50,85,3,19.7,82,,73
3227,1,11,2008,73,80,70,48,76,5,19.9,82,0.68,75
3228,2,11,2008,75,73,75,49,77,5,20.1,80,0.66,85
3229,3,11,2008,85,75,88,45,85,16,20.6,67,0.63,85
3230,4,11,2008,85,85,85,59,89,6,19.5,77,0.75,99
3231,5,11,2008,99,85,94,54,89,7,19.3,77,0.58,93
3232,6,11,2008,93,99,92,51,91,13,18.8,70,,73
3233,7,11,2008,73,93,67,44,96,11,18.5,63,,45
3234,8,11,2008,45,73,31,32,72,6,18.1,67,,39
3235,9,11,2008,39,45,30,23,98,16,16.5,56,1.01,60
3236,10,11,2008,60,39,47,40,85,10,16.5,54,,66
3237,11,11,2008,66,60,56,44,90,18,16,49,,82
3238,12,11,2008,82,66,88,51,90,15,14.6,63,,84
3239,13,11,2008,84,82,82,54,99,12,15.1,68,,74
3240,14,11,2008,74,84,54,47,86,10,16,68,,80
3241,15,11,2008,80,74,61,52,82,9,15.6,78,,56
3242,16,11,2008,56,80,51,45,75,3,15.4,77,,71
3243,17,11,2008,71,56,73,38,84,12,14.8,67,,39
3244,18,11,2008,39,71,22,33,101,5,9.8,78,,58
3245,19,11,2008,58,39,19,30,109,8,10.3,83,1.25,63
3246,20,11,2008,63,58,44,37,101,9,12.2,57,1.12,110
3247,21,11,2008,110,63,75,47,109,25,14.9,61,1.06,33
3248,22,11,2008,33,110,14,13,75,2,12.8,58,2.42,34
3249,23,11,2008,34,33,16,22,97,7,7.1,45,0.54,72
3250,24,11,2008,72,34,30,35,89,7,7.3,78,0.98,132
3251,25,11,2008,132,72,89,63,84,22,10.4,85,0.49,102
3252,26,11,2008,102,132,67,46,111,12,12.9,80,1.44,58
3253,27,11,2008,58,102,22,27,120,9,9.1,53,1.17,98
3254,28,11,2008,98,58,78,47,106,24,9.4,70,1.39,83
3255,29,11,2008,83,98,42,41,100,10,11.3,77,1.08,91
3256,30,11,2008,91,83,85,55,93,8,12.4,83,,97
3257,1,12,2008,97,91,83,53,101,20,13.6,81,0.63,83
3258,2,12,2008,83,97,93,50,83,24,14.4,86,0.72,57
3259,3,12,2008,57,83,55,33,77,8,18.1,76,,49
3260,4,12,2008,49,57,44,27,78,10,19.8,63,1.05,53
3261,5,12,2008,53,49,45,27,101,6,18.2,50,0.97,59
3262,6,12,2008,59,53,46,34,90,2,16.3,61,1.36,46
3263,7,12,2008,46,59,33,28,68,5,13.5,66,2.94,45
3264,8,12,2008,45,46,38,24,54,2,10,46,1.92,49
3265,9,12,2008,49,45,46,24,71,5,8.1,44,0.78,119
3266,10,12,2008,119,49,63,61,90,20,7.8,58,0.64,84
3267,11,12,2008,84,119,73,52,84,22,8.6,78,4.2,25
3268,12,12,2008,25,84,19,17,70,7,11.5,75,0.71,55
3269,13,12,2008,55,25,46,39,85,3,11.8,89,1.08,80
3270,14,12,2008,80,55,58,42,83,4,12.2,87,2.75,47
3271,15,12,2008,47,80,27,25,100,1,13.6,78,1.92,60
3272,16,12,2008,60,47,46,33,77,3,13.6,76,1.2,79
3273,17,12,2008,79,60,51,43,91,7,13.8,81,1.76,74
3274,18,12,2008,74,79,53,37,90,4,14.6,77,0.78,84
3275,19,12,2008,84,74,75,42,110,10,13.9,77,2.22,44
3276,20,12,2008,44,84,37,19,91,4,11.5,59,2.66,21
3277,21,12,2008,21,44,22,12,86,2,8.7,55,2.45,38
3278,22,12,2008,38,21,30,21,99,10,8.9,51,2.96,35
3279,23,12,2008,35,38,33,19,106,6,9.5,47,2.81,30
3280,24,12,2008,30,35,28,18,111,8,6.8,41,0.98,30
3281,25,12,2008,30,30,30,19,95,17,5.4,40,1.22,32
3282,26,12,2008,32,30,31,23,82,14,4.8,60,1.46,33
3283,27,12,2008,33,32,27,22,94,10,3.8,73,1.09,52
3284,28,12,2008,52,33,43,30,92,20,4.9,62,1.09,52
3285,29,12,2008,52,52,38,34,114,22,5,57,1.06,50
3286,30,12,2008,50,52,44,30,113,20,3.2,52,0.75,80
3287,31,12,2008,80,50,68,47,115,32,3.8,56,,81
3288,1,1,2009,81,80,103,46,105,17,4.2,62,0.76,75
3289,2,1,2009,75,81,60,45,130,21,6.7,63,1.44,51
3290,3,1,2009,51,75,35,30,122,11,5.2,81,1.25,31
3291,4,1,2009,31,51,20,18,91,10,4.8,80,1.39,67
3292,5,1,2009,67,31,42,35,107,22,4.9,69,0.91,56
3293,6,1,2009,56,67,41,34,103,18,6.6,67,0.66,90
3294,7,1,2009,90,56,75,53,104,17,7.4,78,0.72,90
3295,8,1,2009,90,90,71,48,113,21,7.3,81,1.53,59
3296,9,1,2009,59,90,40,31,106,11,5.6,72,0.92,67
3297,10,1,2009,67,59,48,35,110,12,6.4,67,1.1,62
3298,11,1,2009,62,67,52,37,98,18,6.3,69,1.64,76
3299,12,1,2009,76,62,63,42,111,19,6.9,65,0.79,100
3300,13,1,2009,100,76,99,57,111,29,5.6,75,0.6,45
3301,14,1,2009,45,100,40,30,82,10,6.9,94,0.52,102
3302,15,1,2009,102,45,62,58,96,11,10.9,89,1.51,76
3303,16,1,2009,76,102,36,36,107,8,11.6,72,1.74,45
3304,17,1,2009,45,76,38,25,107,7,8.4,46,0.38,69
3305,18,1,2009,69,45,70,38,102,10,7.2,68,0.15,112
3306,19,1,2009,112,69,118,60,129,18,9.2,73,0.4,112
3307,20,1,2009,112,112,111,64,121,17,10.7,80,0.92,76
3308,21,1,2009,76,112,59,46,96,10,12.7,86,2.4,50
3309,22,1,2009,50,76,38,26,83,5,17.1,70,2.1,44
3310,23,1,2009,44,50,37,24,94,2,14.1,77,0.72,80
3311,24,1,2009,80,44,62,41,99,8,12.7,78,0.64,62
3312,25,1,2009,62,80,45,36,83,4,12.7,86,0.61,92
3313,26,1,2009,92,62,60,49,108,9,13.1,73,0.89,84
3314,27,1,2009,84,92,66,45,116,15,12.9,75,0.8,58
3315,28,1,2009,58,84,48,30,104,8,12,73,,57
3316,29,1,2009,57,58,48,33,103,8,11.6,72,,53
3317,30,1,2009,53,57,21,29,117,6,10.8,63,,45
3318,31,1,2009,45,53,24,27,92,7,8.8,70,,58
3319,1,2,2009,58,45,22,31,95,6,8.7,75,,57
3320,2,2,2009,57,58,34,29,98,9,9.9,70,0.77,79
3321,3,2,2009,79,57,57,43,105,7,9.7,88,0.8,99
3322,4,2,2009,99,79,77,53,94,8,12.4,85,0.44,125
3323,5,2,2009,125,99,103,65,126,13,14.3,69,,98
3324,6,2,2009,98,125,66,52,123,12,13.4,69,0.66,70
3325,7,2,2009,70,98,47,35,99,5,13.4,79,0.97,48
3326,8,2,2009,48,70,44,24,81,1,15.5,60,1.32,50
3327,9,2,2009,50,48,40,24,112,9,12.8,48,2.7,36
3328,10,2,2009,36,50,25,21,106,4,10.5,45,1.19,73
3329,11,2,2009,73,36,63,43,116,15,11.3,72,0.66,59
3330,12,2,2009,59,73,20,29,111,6,10,60,1.82,40
3331,13,2,2009,40,59,19,21,118,3,7,45,2.32,39
3332,14,2,2009,39,40,20,23,106,8,4.9,42,2.42,28
3333,15,2,2009,28,39,20,17,94,14,5.1,49,1.83,44
3334,16,2,2009,44,28,24,25,121,10,5.7,43,1.78,49
3335,17,2,2009,49,44,42,28,114,10,6.4,37,,69
3336,18,2,2009,69,49,62,39,125,16,8.5,62,,75
3337,19,2,2009,75,69,34,40,108,10,6.3,65,3.63,39
3338,20,2,2009,39,75,24,24,97,13,3.6,50,2.37,40
3339,21,2,2009,40,39,21,24,111,13,4.9,44,1.19,53
3340,22,2,2009,53,40,26,29,107,15,4.8,62,0.97,62
3341,23,2,2009,62,53,47,37,128,17,6.2,47,1.08,81
3342,24,2,2009,81,62,55,46,137,26,7.6,54,1.21,52
3343,25,2,2009,52,81,35,32,120,25,8.6,49,1.7,55
3344,26,2,2009,55,52,41,34,129,17,7.6,41,1.72,47
3345,27,2,2009,47,55,25,28,129,12,9.3,39,2.37,31
3346,28,2,2009,31,47,18,18,100,7,11.4,39,,36
3347,1,3,2009,36,31,27,24,99,15,13.2,47,0.72,47
3348,2,3,2009,47,36,35,32,114,17,14.4,55,,63
3349,3,3,2009,63,47,42,44,111,14,14.7,66,,51
3350,4,3,2009,51,63,32,31,110,6,14.7,68,1.64,46
3351,5,3,2009,46,51,38,25,83,1,16,67,,79
3352,6,3,2009,79,46,56,38,86,3,15.3,62,1.9,31
3353,7,3,2009,31,79,19,19,93,2,14,58,1.8,26
3354,8,3,2009,26,31,19,14,82,2,13,50,1.81,45
3355,9,3,2009,45,26,32,31,117,13,12.5,51,2.54,49
3356,10,3,2009,49,45,30,24,109,4,12.4,45,1.53,38
3357,11,3,2009,38,49,18,23,119,9,10.4,45,1.13,41
3358,12,3,2009,41,38,15,24,109,4,10.3,61,2.28,37
3359,13,3,2009,37,41,30,21,115,3,11.3,42,2.36,24
3360,14,3,2009,24,37,20,16,103,3,12.2,38,1.73,26
3361,15,3,2009,26,24,19,19,98,10,11.3,42,1.26,56
3362,16,3,2009,56,26,31,33,130,14,13.8,45,2.4,28
3363,17,3,2009,28,56,18,19,104,8,13.3,42,2.07,42
3364,18,3,2009,42,28,22,25,108,11,10.2,45,3.33,29
3365,19,3,2009,29,42,26,18,107,7,9.6,32,0.84,39
3366,20,3,2009,39,29,15,25,118,10,8.9,61,4.2,46
3367,21,3,2009,46,39,39,22,75,4,7,79,2.38,63
3368,22,3,2009,63,46,16,34,111,3,7.3,71,1.49,75
3369,23,3,2009,75,63,29,40,118,7,10.2,48,,78
3370,24,3,2009,78,75,28,42,130,10,13.1,45,1.21,29
3371,25,3,2009,29,78,15,22,118,4,11.8,57,2.25,37
3372,26,3,2009,37,29,25,28,119,9,9.3,44,0.91,68
3373,27,3,2009,68,37,42,40,125,16,11.4,51,1.21,55
3374,28,3,2009,55,68,32,38,119,10,13,61,1.08,49
3375,29,3,2009,49,55,36,36,111,6,14.3,66,0.88,75
