Day,Month,Year,pm10_egnatia,pm10_egnatia_yest,pm10_lagkada,pm25_egnatia,no2_egnatia,so2_egnatia,temperature_egnatia,humidity_egnatia,WINDS_kord,Target
3376,30,3,2009,75,49,53,50,127,12,15.2,73,0.7,120
3377,31,3,2009,120,75,91,76,128,17,17,75,,85
3378,1,4,2009,85,120,69,50,122,12,18.1,71,0.61,72
3379,2,4,2009,72,85,60,43,99,10,17.4,72,1.1,42
3380,3,4,2009,42,72,30,27,101,5,16.5,63,1.16,48
3381,4,4,2009,48,42,38,33,116,10,15.9,60,0.84,48
3382,5,4,2009,48,48,34,34,102,7,17.5,52,1.06,54
3383,6,4,2009,54,48,34,35,119,13,16.1,49,,43
3384,7,4,2009,43,54,36,30,114,14,16.9,53,0.97,57
3385,8,4,2009,57,43,48,36,128,10,17.2,51,,79
3386,9,4,2009,79,57,60,51,145,11,18.5,49,,67
3387,10,4,2009,67,79,60,45,133,11,18.2,52,0.88,59
3388,11,4,2009,59,67,54,39,116,10,17.4,58,1.17,40
3389,12,4,2009,40,59,26,30,78,3,16.5,49,1.46,58
3390,13,4,2009,58,40,33,35,117,2,14.2,63,0.87,64
3391,14,4,2009,64,58,35,44,114,5,13.9,79,0.85,48
3392,15,4,2009,48,64,24,32,107,8,16,68,,67
3393,16,4,2009,67,48,50,41,110,8,17.3,64,0.8,53
3394,17,4,2009,53,67,36,41,99,5,17.7,62,,38
3395,18,4,2009,38,53,31,31,83,4,18.1,68,,43
3396,19,4,2009,43,38,32,35,75,3,18.4,73,,34
3397,20,4,2009,34,43,27,27,81,4,18.6,68,,53
3398,21,4,2009,53,34,42,41,112,6,18.5,63,,42
3399,22,4,2009,42,53,20,25,112,3,15.8,67,,41
3400,23,4,2009,41,42,19,22,86,3,13.9,70,1.34,36
3401,24,4,2009,36,41,31,25,88,9,14.9,61,,49
3402,25,4,2009,49,36,36,36,104,12,16.9,58,,36
3403,26,4,2009,36,49,19,24,97,8,14.7,69,,40
3404,27,4,2009,40,36,30,25,106,8,15.7,58,,44
3405,28,4,2009,44,40,36,32,106,13,15.6,61,,57
3406,29,4,2009,57,44,40,37,121,8,16.2,65,,50
3407,30,4,2009,50,57,31,35,110,9,18.4,61,,28
3408,1,5,2009,28,50,18,20,65,4,16,69,,51
3409,2,5,2009,51,28,20,33,101,4,17.6,65,,33
3410,3,5,2009,33,51,25,27,90,13,18.1,65,,48
3411,4,5,2009,48,33,36,32,92,10,18.1,68,0.91,53
3412,5,5,2009,53,48,36,36,116,9,20.3,51,1.23,45
3413,6,5,2009,45,53,27,34,122,3,20.5,49,1.79,41
3414,7,5,2009,41,45,25,24,128,3,21.9,42,,48
3415,8,5,2009,48,41,28,37,113,5,21.4,44,,45
3416,9,5,2009,45,48,38,37,105,4,20.7,56,1,41
3417,10,5,2009,41,45,34,31,89,6,21.5,58,,49
3418,11,5,2009,49,41,53,34,110,8,22.2,54,,63
3419,12,5,2009,63,49,52,41,122,7,22.8,54,1,69
3420,13,5,2009,69,63,47,53,118,6,23.2,62,1.34,71
3421,14,5,2009,71,69,38,48,110,2,23.5,68,1.08,61
3422,15,5,2009,61,71,42,43,109,3,23,72,1.1,59
3423,16,5,2009,59,61,46,39,95,2,24.3,66,1.05,63
3424,17,5,2009,63,59,41,50,98,2,25.3,56,1.47,71
3425,18,5,2009,71,63,31,49,120,4,25.4,53,1.31,59
3426,19,5,2009,59,71,39,41,96,2,26.1,54,1.3,54
3427,20,5,2009,54,59,39,37,103,3,24.2,61,1.16,54
3428,21,5,2009,54,54,34,39,93,5,24,63,,53
3429,22,5,2009,53,54,44,36,105,4,25.9,52,1.13,55
3430,23,5,2009,55,53,46,40,116,6,28.4,43,1.31,67
3431,24,5,2009,67,55,35,56,97,8,27.8,52,1.28,62
3432,25,5,2009,62,67,38,37,122,4,27.6,51,1.37,46
3433,26,5,2009,46,62,33,38,89,2,26.3,54,1.54,40
3434,27,5,2009,40,46,29,27,90,3,24.2,50,1.63,41
3435,28,5,2009,41,40,23,29,96,4,23.2,59,1.37,55
3436,29,5,2009,55,41,20,34,119,2,21.1,65,1.23,37
3437,30,5,2009,37,55,23,29,85,3,20.9,67,1.37,34
3438,31,5,2009,34,37,17,29,79,2,21.6,63,,46
3439,1,6,2009,46,34,29,36,94,4,23,66,1.15,52
3440,2,6,2009,52,46,39,37,92,2,23.3,72,1.07,55
3441,3,6,2009,55,52,29,34,115,4,23.7,61,1.22,69
3442,4,6,2009,69,55,25,43,106,4,24,56,0.97,66
3443,5,6,2009,66,69,34,52,107,4,24.9,58,1.33,43
3444,6,6,2009,43,66,31,33,89,2,25.7,62,1.1,44
3445,7,6,2009,44,43,29,33,80,1,26.3,62,1.07,57
3446,8,6,2009,57,44,40,44,99,5,28.4,54,1.11,64
3447,9,6,2009,64,57,45,47,107,5,28.5,53,1.07,66
3448,10,6,2009,66,64,41,46,111,5,29.1,55,1.16,53
3449,11,6,2009,53,66,35,36,104,7,29.2,54,1.24,68
3450,12,6,2009,68,53,47,30,131,7,29.4,40,2.27,45
3451,13,6,2009,45,68,24,34,89,4,25.8,42,1.53,44
3452,14,6,2009,44,45,26,32,89,4,26.3,38,1.43,44
3453,15,6,2009,44,44,29,29,111,8,26.5,44,1.32,72
3454,16,6,2009,72,44,42,58,124,6,27.2,45,1.02,80
3455,17,6,2009,80,72,57,58,119,5,29,49,,76
3456,18,6,2009,76,80,33,45,97,1,25.2,70,1.09,51
3457,19,6,2009,51,76,34,26,98,1,26.2,58,1.36,45
3458,20,6,2009,45,51,32,34,89,1,27,53,1.1,48
3459,21,6,2009,48,45,30,41,76,3,26.6,56,1.21,67
3460,22,6,2009,67,48,29,37,112,2,25.7,59,1.39,48
3461,23,6,2009,48,67,23,32,99,2,26.1,47,1.35,58
3462,24,6,2009,58,48,23,37,104,1,24.8,53,1.04,55
3463,25,6,2009,55,58,24,37,104,2,24.3,54,1.22,46
3464,26,6,2009,46,55,27,39,89,2,25.6,57,1.52,63
3465,27,6,2009,63,46,24,40,90,1,25.7,59,1.17,50
3466,28,6,2009,50,63,17,36,75,1,26.2,60,0.85,47
3467,29,6,2009,47,50,30,34,98,1,26.4,60,0.96,48
3468,30,6,2009,48,47,27,37,107,1,27,60,,51
3469,1,7,2009,51,48,35,33,113,0,27.9,55,1.16,50
3470,2,7,2009,50,51,29,40,96,1,28.5,54,1.26,53
3471,3,7,2009,53,50,31,43,93,4,29.2,57,1.46,50
3472,4,7,2009,50,53,26,35,96,4,29.7,49,1.3,34
3473,5,7,2009,34,50,23,22,87,1,30.4,43,1.41,47
3474,6,7,2009,47,34,31,35,103,2,28.1,50,1.21,44
3475,7,7,2009,44,47,25,36,89,1,28,54,1.13,52
3476,8,7,2009,52,44,32,43,106,3,30.6,51,1.09,59
3477,9,7,2009,59,52,38,43,112,4,31.7,47,1.53,52
3478,10,7,2009,52,59,29,44,85,1,29.7,59,1.42,37
3479,11,7,2009,37,52,26,26,88,1,27.6,54,3.21,20
3480,12,7,2009,20,37,17,13,75,1,25.5,41,2.23,34
3481,13,7,2009,34,20,23,24,112,1,27.8,33,1.45,47
3482,14,7,2009,47,34,26,40,108,2,28.9,38,1.1,59
3483,15,7,2009,59,47,39,46,107,2,29.6,46,1.31,58
3484,16,7,2009,58,59,37,42,110,3,30.3,48,1.19,70
3485,17,7,2009,70,58,45,51,109,5,32.2,48,1.2,60
3486,18,7,2009,60,70,46,46,90,3,31.1,52,1.53,59
3487,19,7,2009,59,60,47,35,79,3,31.8,44,2.53,38
3488,20,7,2009,38,59,27,25,118,4,29.6,33,1.43,58
3489,21,7,2009,58,38,27,50,110,4,29,45,1.19,56
3490,22,7,2009,56,58,43,42,100,5,29.1,52,0.65,56
3491,23,7,2009,56,56,40,40,108,6,30,47,0.62,64
3492,24,7,2009,64,56,46,50,108,7,30.7,50,0.48,62
3493,25,7,2009,62,64,54,45,96,5,31.2,53,2.55,46
3494,26,7,2009,46,62,42,19,89,8,31.1,34,1.61,48
3495,27,7,2009,48,46,27,39,102,10,28.4,40,1.43,49
3496,28,7,2009,49,48,29,39,97,7,28.1,50,1.3,52
3497,29,7,2009,52,49,38,39,86,3,28.2,57,1.24,40
3498,30,7,2009,40,52,33,28,87,1,29.2,53,1.23,72
3499,31,7,2009,72,40,61,47,120,5,31.2,45,,63
3500,1,8,2009,63,72,46,46,97,6,30.7,49,1.27,59
3501,2,8,2009,59,63,38,52,77,4,30,54,1.16,60
3502,3,8,2009,60,59,45,46,103,3,29.8,57,1.07,60
3503,4,8,2009,60,60,47,41,96,4,30.3,57,1.09,61
3504,5,8,2009,61,60,50,45,96,5,29.3,58,1.78,45
3505,6,8,2009,45,61,18,29,124,4,26.5,61,1.05,54
3506,7,8,2009,54,45,25,40,116,3,26.5,62,1.12,47
3507,8,8,2009,47,54,31,36,87,1,27.8,60,1.28,39
3508,9,8,2009,39,47,26,28,76,0,27.5,56,1.06,46
3509,10,8,2009,46,39,26,32,93,2,27,57,1.29,38
3510,11,8,2009,38,46,25,30,94,2,25.5,64,1.24,61
3511,12,8,2009,61,38,25,35,100,1,24.7,69,1.07,42
3512,13,8,2009,42,61,26,30,91,2,27,57,1,49
3513,14,8,2009,49,42,33,37,91,3,27.7,56,1.13,36
3514,15,8,2009,36,49,28,28,92,4,27.9,55,1.1,46
3515,16,8,2009,46,36,31,35,91,4,29.5,50,,49
3516,17,8,2009,49,46,38,41,88,4,29.3,51,,56
3517,18,8,2009,56,49,40,46,90,5,29.1,55,,64
3518,19,8,2009,64,56,44,46,136,8,32.1,41,,57
3519,20,8,2009,57,64,47,45,112,5,31.4,43,,43
3520,21,8,2009,43,57,30,34,92,3,29.2,51,,39
3521,22,8,2009,39,43,31,29,73,2,28.5,53,,41
3522,23,8,2009,41,39,32,31,78,1,29.2,52,,46
3523,24,8,2009,46,41,33,37,95,1,28.1,55,,52
3524,25,8,2009,52,46,29,36,100,2,24.8,66,,56
3525,26,8,2009,56,52,37,34,104,2,27.3,54,,57
3526,27,8,2009,57,56,42,41,112,3,28.2,54,,66
3527,28,8,2009,66,57,48,45,110,2,28,60,,61
3528,29,8,2009,61,66,43,49,88,1,27.8,63,,44
3529,30,8,2009,44,61,31,28,116,3,29.6,51,,57
3530,31,8,2009,57,44,29,45,122,1,29.1,49,,54
3531,1,9,2009,54,57,32,42,92,2,27.5,59,,35
3532,2,9,2009,35,54,23,23,91,2,26.7,58,,47
3533,3,9,2009,47,35,34,36,96,1,27.5,57,,64
3534,4,9,2009,64,47,43,49,109,1,27.9,61,,49
3535,5,9,2009,49,64,39,34,88,1,28.5,60,1.58,48
3536,6,9,2009,48,49,26,25,89,3,22.6,63,,42
3537,7,9,2009,42,48,16,28,100,3,21,61,,32
3538,8,9,2009,32,42,11,20,121,2,21.8,51,,42
3539,9,9,2009,42,32,23,32,112,4,23.9,52,,51
3540,10,9,2009,51,42,40,38,98,1,25,58,,59
3541,11,9,2009,59,51,39,37,128,1,25.1,53,,59
3542,12,9,2009,59,59,29,36,112,1,23.1,60,,46
3543,13,9,2009,46,59,25,36,102,1,24,56,,61
3544,14,9,2009,61,46,35,30,117,3,23.3,64,,53
3545,15,9,2009,53,61,46,35,107,2,24.1,64,,53
3546,16,9,2009,53,53,45,,100,1,24.9,63,,51
3547,17,9,2009,51,53,37,,104,0,24.8,65,,51
3548,18,9,2009,51,51,33,,113,0,25,64,,58
3549,19,9,2009,58,51,31,,99,2,23.2,67,,31
3550,20,9,2009,31,58,22,,76,4,22.7,61,,36
3551,21,9,2009,36,31,26,,104,3,22.3,51,,34
3552,22,9,2009,34,36,31,,93,6,22.7,50,,47
3553,23,9,2009,47,34,47,,113,7,23.1,49,,83
3554,24,9,2009,83,47,63,,121,8,23.4,49,,45
3555,25,9,2009,45,83,44,,107,4,24.6,48,,51
3556,26,9,2009,51,45,40,,112,4,24.4,51,,29
3557,27,9,2009,29,51,26,,85,4,23.3,53,,35
3558,28,9,2009,35,29,30,,101,4,22.6,51,,51
3559,29,9,2009,51,35,52,,100,2,22.3,58,,69
3560,30,9,2009,69,51,56,,134,2,25.1,44,,64
3561,1,10,2009,64,69,61,,113,3,24.3,52,0.83,61
3562,2,10,2009,61,64,60,,119,6,23.5,58,1.09,37
3563,3,10,2009,37,61,28,,88,1,21.9,69,1.26,21
3564,4,10,2009,21,37,9,,89,2,21.4,56,1.34,36
3565,5,10,2009,36,21,24,,105,2,23.3,52,1.02,44
3566,6,10,2009,44,36,44,,99,3,23.3,63,0.9,44
3567,7,10,2009,44,44,52,,101,2,23.1,59,0.73,45
3568,8,10,2009,45,44,50,,120,4,23.1,55,0.69,61
3569,9,10,2009,61,45,61,,125,2,23.3,56,0.58,54
3570,10,10,2009,54,61,50,,107,1,23.4,61,0.77,38
3571,11,10,2009,38,54,36,,88,2,23,66,0.99,38
3572,12,10,2009,38,38,31,,84,2,23.2,63,1.88,39
3573,13,10,2009,39,38,24,,75,7,19.8,51,3.05,25
3574,14,10,2009,25,39,12,,100,8,14.5,31,1.57,31
3575,15,10,2009,31,25,16,,95,8,15,52,1.46,51
3576,16,10,2009,51,31,20,,101,7,15.2,78,0.83,59
3577,17,10,2009,59,51,26,,91,9,16.1,67,0.64,49
3578,18,10,2009,49,59,30,,82,10,18.1,76,0.61,68
3579,19,10,2009,68,49,59,,86,8,18.7,76,,53
3580,20,10,2009,53,68,43,,107,10,19.1,59,0.48,57
3581,21,10,2009,57,53,52,,114,13,18.7,52,0.74,60
3582,22,10,2009,60,57,52,,114,15,18.8,62,0.86,63
3583,23,10,2009,63,60,51,,119,12,20.2,67,1.04,43
3584,24,10,2009,43,63,27,,97,7,21.4,65,2.01,54
3585,25,10,2009,54,43,37,,85,10,21,64,1.77,39
3586,26,10,2009,39,54,33,,81,7,22.1,58,0.85,42
3587,27,10,2009,42,39,45,,87,9,21,63,1.57,22
3588,28,10,2009,22,42,18,,87,4,18.7,49,1.29,30
3589,29,10,2009,30,22,26,,122,11,17.5,46,,38
3590,30,10,2009,38,30,32,,113,14,16.2,48,,18
3591,31,10,2009,18,38,16,,104,8,12.9,48,,19
3592,1,11,2009,19,18,16,,102,16,12,40,,39
3593,2,11,2009,39,19,32,,97,14,12,48,,20
3594,3,11,2009,20,39,19,,103,11,12.2,71,1.99,40
3595,4,11,2009,40,20,32,,116,11,14.3,63,,66
3596,5,11,2009,66,40,64,,107,13,16.4,64,,71
3597,6,11,2009,71,66,69,,92,13,19.1,74,,43
3598,7,11,2009,43,71,35,,78,5,22,65,,37
3599,8,11,2009,37,43,33,,71,3,20.8,67,,30
3600,9,11,2009,30,37,27,,84,3,20.1,63,,26
3601,10,11,2009,26,30,24,,71,3,18.3,67,,55
3602,11,11,2009,55,26,49,,100,9,16.3,66,,30
3603,12,11,2009,30,55,28,,109,6,15.3,48,,47
3604,13,11,2009,47,30,42,,131,11,15.3,45,0.41,62
3605,14,11,2009,62,47,55,,106,15,14.9,58,,61
3606,15,11,2009,61,62,53,,102,9,14.8,63,,75
3607,16,11,2009,75,61,67,,112,12,17.3,55,,72
3608,17,11,2009,72,75,64,,105,16,17.3,64,,82
3609,18,11,2009,82,72,61,,117,7,17.3,71,,82
3610,19,11,2009,82,82,71,,107,14,17.6,65,0.47,95
3611,20,11,2009,95,82,85,,125,15,17.8,58,,90
3612,21,11,2009,90,95,74,,105,16,16.5,57,,101
3613,22,11,2009,101,90,92,,108,18,15.6,63,,105
3614,23,11,2009,105,101,104,,137,19,15.1,63,0.5,122
3615,24,11,2009,122,105,110,,130,20,14.9,67,0.69,88
3616,25,11,2009,88,122,77,,122,23,16.8,49,0.5,104
3617,26,11,2009,104,88,90,,131,22,15.5,61,,101
3618,27,11,2009,101,104,99,,123,18,14.8,69,,102
3619,28,11,2009,102,101,94,,117,17,15.2,74,,66
3620,29,11,2009,66,102,53,,121,13,17.1,60,,101
3621,30,11,2009,101,66,103,,117,22,15.2,70,,75
3622,1,12,2009,75,101,71,,103,16,17.5,70,1.59,21
3623,2,12,2009,21,75,15,,94,4,17.5,68,1.46,60
3624,3,12,2009,60,21,30,,92,10,16.2,72,0.55,83
3625,4,12,2009,83,60,71,,100,11,15.7,73,0.85,46
3626,5,12,2009,46,83,24,,95,7,15.9,65,0.68,36
3627,6,12,2009,36,46,30,,79,10,15.7,56,0.9,57
3628,7,12,2009,57,36,61,,81,13,15.3,67,0.76,76
3629,8,12,2009,76,57,66,,83,12,14.5,73,0.64,20
3630,9,12,2009,20,76,22,,77,6,14.5,73,,19
3631,10,12,2009,19,20,12,,76,5,10.8,80,,38
3632,11,12,2009,38,19,17,,98,7,10.6,57,1.49,34
3633,12,12,2009,34,38,16,,84,6,9.6,64,1.39,49
3634,13,12,2009,49,34,29,,77,9,8.6,71,0.98,43
3635,14,12,2009,43,49,26,,66,9,10.2,73,1.71,35
3636,15,12,2009,35,43,30,,71,13,11.6,86,,89
3637,16,12,2009,89,35,69,,72,15,13.3,82,,65
3638,17,12,2009,65,89,74,,123,17,13.5,71,,63
3639,18,12,2009,63,65,35,,119,9,10.7,73,,73
3640,19,12,2009,73,63,69,,102,12,6.8,71,,76
3641,20,12,2009,76,73,63,,101,14,9.1,73,,71
3642,21,12,2009,71,76,67,,123,19,7.1,48,,114
3643,22,12,2009,114,71,120,,110,23,8.8,70,,114
3644,23,12,2009,114,114,123,,102,22,10.9,80,,106
3645,24,12,2009,106,114,106,,88,21,13,81,,86
3646,25,12,2009,86,106,73,,68,12,14.6,86,,93
3647,26,12,2009,93,86,75,,70,10,14.4,87,,64
3648,27,12,2009,64,93,54,,79,10,17.8,78,,47
3649,28,12,2009,47,64,33,,94,5,14,57,,57
3650,29,12,2009,57,47,68,,93,15,12.5,51,,91
3651,30,12,2009,91,57,97,,81,22,12.4,71,,68
3652,31,12,2009,68,91,63,,79,19,13,79,,44
3653,1,1,2010,44,68,44,,82,8,15.1,67,,14
3654,2,1,2010,14,44,19,,91,14,15.2,49,,25
3655,3,1,2010,25,14,19,,87,6,10.5,47,,24
3656,4,1,2010,24,25,15,,109,10,6.2,33,,29
3657,5,1,2010,29,24,22,,101,12,7.4,72,,104
3658,6,1,2010,104,29,89,,84,10,10,86,,123
3659,7,1,2010,123,104,105,,117,19,14.8,69,,113
3660,8,1,2010,113,123,108,,100,18,14.5,76,,56
3661,9,1,2010,56,113,42,,90,10,17.6,64,,36
3662,10,1,2010,36,56,32,,101,7,15.8,50,,47
3663,11,1,2010,47,36,43,,116,16,13.2,46,,46
3664,12,1,2010,46,47,37,,113,14,11.8,63,,66
3665,13,1,2010,66,46,31,,103,12,10.5,65,,33
3666,14,1,2010,33,66,15,,101,11,10.6,58,,34
3667,15,1,2010,34,33,23,,96,10,10.5,62,,28
3668,16,1,2010,28,34,23,,84,15,8.7,56,,28
3669,17,1,2010,28,28,25,,84,13,8.8,59,,50
3670,18,1,2010,50,28,22,,101,12,9.1,62,,32
3671,19,1,2010,32,50,20,,95,17,6.6,53,,44
3672,20,1,2010,44,32,29,,97,24,6.4,53,,42
3673,21,1,2010,42,44,40,,115,20,7.9,53,,33
3674,22,1,2010,33,42,29,,102,14,7,58,,50
3675,23,1,2010,50,33,36,,106,14,2.6,61,,48
3676,24,1,2010,48,50,38,,102,21,2.6,52,,39
3677,25,1,2010,39,48,35,,121,21,3,51,,35
3678,26,1,2010,35,39,25,,123,15,3.2,58,,30
3679,27,1,2010,30,35,26,,110,10,4.4,67,,52
3680,28,1,2010,52,30,47,,120,11,4.5,83,,67
3681,29,1,2010,67,52,34,,98,11,7.3,74,,77
3682,30,1,2010,77,67,63,,80,11,10.2,74,,64
3683,31,1,2010,64,77,54,,73,7,12.4,68,,50
3684,1,2,2010,50,64,24,,86,9,12.4,57,,42
3685,2,2,2010,42,50,29,,103,8,4,46,,37
3686,3,2,2010,37,42,38,,114,19,5,39,1.11,57
3687,4,2,2010,57,37,41,,136,23,9.1,40,1.36,57
3688,5,2,2010,57,57,56,,95,19,9.1,64,1.84,25
3689,6,2,2010,25,57,19,,84,12,9.2,72,1.99,31
3690,7,2,2010,31,25,19,,86,8,8.6,78,1.93,56
3691,8,2,2010,56,31,18,,88,5,4.6,68,,47
3692,9,2,2010,47,56,34,,107,18,6.2,53,,26
3693,10,2,2010,26,47,23,,88,16,8.3,83,,70
3694,11,2,2010,70,26,50,,82,12,11.1,81,1.71,85
3695,12,2,2010,85,70,60,,92,13,12.7,69,,45
3696,13,2,2010,45,85,37,,91,7,12.1,49,,35
3697,14,2,2010,35,45,34,,121,10,9.3,68,,29
3698,15,2,2010,29,35,18,,89,15,9.6,61,,62
3699,16,2,2010,62,29,59,,93,15,11.7,63,,56
3700,17,2,2010,56,62,47,,61,12,12.5,84,,81
3701,18,2,2010,81,56,67,,69,12,14.2,76,,82
3702,19,2,2010,82,81,60,,66,13,15.8,59,,211
3703,20,2,2010,211,82,232,,47,13,17.3,60,,59
3704,21,2,2010,59,211,54,,46,4,14.7,40,,38
3705,22,2,2010,38,59,34,,54,13,11.5,45,1.24,54
3706,23,2,2010,54,38,51,,88,12,12.4,71,,82
3707,24,2,2010,82,54,62,,88,10,11.9,84,,71
3708,25,2,2010,71,82,44,,102,15,14.9,64,,44
3709,26,2,2010,44,71,32,,100,12,14.4,57,1.05,50
3710,27,2,2010,50,44,21,,94,5,13.6,64,2.28,25
3711,28,2,2010,25,50,17,,91,9,13.1,47,,68
3712,1,3,2010,68,25,75,,110,16,14.3,61,0.67,56
3713,2,3,2010,56,68,52,,97,12,15.2,60,1.62,36
3714,3,3,2010,36,56,30,,85,12,14.5,57,1.05,40
3715,4,3,2010,40,36,31,,97,9,14.6,62,1.69,64
3716,5,3,2010,64,40,45,,85,8,12.8,72,1.14,30
3717,6,3,2010,30,64,22,,80,6,7.1,47,2.24,24
3718,7,3,2010,24,30,22,,86,12,7,52,1.68,27
3719,8,3,2010,27,24,13,,90,7,4.9,77,1.49,47
3720,9,3,2010,47,27,19,,97,12,7.1,72,1.47,35
3721,10,3,2010,35,47,19,,83,9,7.4,71,2.15,31
3722,11,3,2010,31,35,23,,73,9,9.5,72,0.82,44
3723,12,3,2010,44,31,41,,92,13,13.4,56,1.17,40
3724,13,3,2010,40,44,28,,106,7,12.8,41,1.55,23
3725,14,3,2010,23,40,16,,81,3,11.1,37,2.16,31
3726,15,3,2010,31,23,20,,99,13,11.4,38,1.88,29
3727,16,3,2010,29,31,26,,107,16,12.4,38,1.14,48
3728,17,3,2010,48,29,39,,117,12,12.8,39,2.57,37
3729,18,3,2010,37,48,37,,97,12,11.6,46,1.06,50
3730,19,3,2010,50,37,49,,101,16,13,61,1.14,40
3731,20,3,2010,40,50,44,,94,11,14,67,0.97,46
3732,21,3,2010,46,40,51,,96,11,14.8,66,0.75,71
3733,22,3,2010,71,46,68,,112,11,16.9,63,0.77,63
3734,23,3,2010,63,71,63,,118,5,17.4,72,0.59,66
3735,24,3,2010,66,63,45,,109,1,17.5,75,0.89,38
3736,25,3,2010,38,66,39,,84,0,17.4,63,0.92,34
3737,26,3,2010,34,38,38,,109,1,16.9,59,1,32
3738,27,3,2010,32,34,35,,103,4,15.5,65,1.21,38
3739,28,3,2010,38,32,24,,110,6,14.8,57,2.43,29
3740,29,3,2010,29,38,17,,125,6,18.7,35,1.76,45
3741,30,3,2010,45,29,46,,131,8,17.8,52,,47
3742,31,3,2010,47,45,47,,125,6,18.4,62,,44
3743,1,4,2010,44,47,50,,117,6,20,51,,26
3744,2,4,2010,26,44,29,,89,6,17.8,55,,26
3745,3,4,2010,26,26,29,,81,4,17.5,61,,32
3746,4,4,2010,32,26,26,,72,4,17.4,66,,23
3747,5,4,2010,23,32,23,,77,3,17.3,61,1.18,49
3748,6,4,2010,49,23,42,,98,2,16.9,46,,14
3749,7,4,2010,14,49,15,,93,3,16.6,44,,35
3750,8,4,2010,35,14,27,,109,7,18,41,,38
3751,9,4,2010,38,35,41,,114,4,17.4,51,,33
3752,10,4,2010,33,38,38,,110,3,16.8,56,,30
3753,11,4,2010,30,33,28,,87,4,16.5,58,,25
3754,12,4,2010,25,30,28,,90,2,16.4,59,,20
3755,13,4,2010,20,25,24,,94,2,15.9,60,,34
3756,14,4,2010,34,20,26,,93,3,15.2,73,,32
3757,15,4,2010,32,34,40,,90,9,17.2,68,,53
3758,16,4,2010,53,32,57,,106,10,18,73,,35
3759,17,4,2010,35,53,35,,105,4,20.7,60,,31
3760,18,4,2010,31,35,29,,91,5,17.8,74,,42
3761,19,4,2010,42,31,33,,114,6,16.7,71,,38
3762,20,4,2010,38,42,29,,110,4,18.7,57,,36
3763,21,4,2010,36,38,37,,128,6,20.5,43,,46
3764,22,4,2010,46,36,51,,115,10,19.7,59,,38
3765,23,4,2010,38,46,44,,110,8,19.5,65,,38
3766,24,4,2010,38,38,35,,114,8,20.6,59,,31
3767,25,4,2010,31,38,38,,104,4,21.7,51,,27
3768,26,4,2010,27,31,27,,116,2,21.4,38,1.42,26
3769,27,4,2010,26,27,31,,100,4,19.7,43,1.38,31
3770,28,4,2010,31,26,28,,88,7,18.5,49,1.13,35
3771,29,4,2010,35,31,44,,96,5,19.4,51,1.15,19
3772,30,4,2010,19,35,37,,95,6,20.4,43,,28
3773,1,5,2010,28,19,30,,64,4,20.5,52,1.05,31
3774,2,5,2010,31,28,31,,98,6,21.1,52,1.05,45
3775,3,5,2010,45,31,39,,115,4,21.6,52,0.96,48
3776,4,5,2010,48,45,49,,116,6,22.4,54,0.85,48
3777,5,5,2010,48,48,43,,87,5,22.4,52,1.06,54
3778,6,5,2010,54,48,43,,111,3,22.2,59,1.16,43
3779,7,5,2010,43,54,41,,116,5,23.4,49,1.17,27
3780,8,5,2010,27,43,35,,108,2,21.8,54,1.2,24
3781,9,5,2010,24,27,27,,111,5,24.4,43,1.22,28
3782,10,5,2010,28,24,36,,103,3,23.8,44,,33
3783,11,5,2010,33,28,36,,113,4,23.4,51,1.26,44
3784,12,5,2010,44,33,41,,97,3,24,60,,52
3785,13,5,2010,52,44,52,,113,4,24.5,59,0.9,42
3786,14,5,2010,42,52,50,,108,4,26.1,41,1.46,32
3787,15,5,2010,32,42,30,,71,2,23.2,59,3.26,23
3788,16,5,2010,23,32,19,,79,2,22.3,38,2.02,29
3789,17,5,2010,29,23,13,,106,4,20.2,43,2.5,27
3790,18,5,2010,27,29,21,,102,2,18.6,41,,29
3791,19,5,2010,29,27,20,,109,6,20.2,37,2.29,23
3792,20,5,2010,23,29,22,,72,6,19.5,45,1.21,40
3793,21,5,2010,40,23,21,,111,7,16.9,77,,46
3794,22,5,2010,46,40,35,,89,10,19.5,67,,31
3795,23,5,2010,31,46,28,,80,7,21.1,64,,32
3796,24,5,2010,32,31,32,,75,11,21.5,68,,39
3797,25,5,2010,39,32,35,,101,11,23.4,58,,42
3798,26,5,2010,42,39,39,,108,10,24.7,52,,45
3799,27,5,2010,45,42,45,,111,13,25.8,52,,49
3800,28,5,2010,49,45,47,,126,11,26.7,48,,33
3801,29,5,2010,33,49,29,,97,7,27.4,49,,35
3802,30,5,2010,35,33,31,,87,18,25.9,59,,49
3803,31,5,2010,49,35,45,,99,3,28,50,,42
3804,1,6,2010,42,49,32,,100,6,24.4,54,,20
3805,2,6,2010,20,42,17,,84,5,22.6,57,,21
3806,3,6,2010,21,20,16,,89,3,23.5,59,,34
3807,4,6,2010,34,21,31,,88,3,24.3,65,,40
3808,5,6,2010,40,34,23,,88,3,22.4,71,,29
3809,6,6,2010,29,40,22,,78,3,23.6,62,,29
3810,7,6,2010,29,29,35,,85,4,25.1,58,,20
3811,8,6,2010,20,29,32,,101,4,26.4,50,,30
3812,9,6,2010,30,20,31,,105,1,27.1,55,,23
3813,10,6,2010,23,30,36,,94,4,28,53,1.09,34
3814,11,6,2010,34,23,48,,103,6,29.3,51,1.16,31
