Day,Month,Year,o3_egnatia,o3_egnatia_yest,o3_eptapyrgiou,o3_lagkada,no2_egnatia,no2_egnatia_yest,temperature_egnatia,humidity_egnatia,WINDS_kord,WINDD_kord,Target
2924,3,1,2008,29,36,35,29,74,57,1.2,51,1.56,54.8,17
2925,4,1,2008,17,29,22,21,104,74,3.3,71,1.01,78.28,17
2926,5,1,2008,17,17,23,20,84,104,5.1,89,1.25,56.36,19
2927,6,1,2008,19,17,25,20,71,84,6.2,96,0.75,158.1,23
2928,7,1,2008,23,19,22,20,81,71,8.6,91,0.8,190.02,22
2929,8,1,2008,22,23,22,19,91,81,9.7,79,1.19,109.33,23
2930,9,1,2008,23,22,25,24,107,91,9.2,74,1.12,122.56,27
2931,10,1,2008,27,23,19,20,95,107,8.5,84,0.87,144.32,31
2932,11,1,2008,31,27,23,25,100,95,9.2,79,0.95,133.12,33
2933,12,1,2008,33,31,29,28,106,100,8.8,75,0.7,204.01,28
2934,13,1,2008,28,33,25,22,92,106,8.1,82,0.55,154.54,28
2935,14,1,2008,28,28,19,22,98,92,9.4,95,0.51,205.63,26
2936,15,1,2008,26,28,25,24,106,98,9.9,83,0.94,161.57,29
2937,16,1,2008,29,26,20,21,99,106,9.1,86,0.64,207.01,33
2938,17,1,2008,33,29,23,22,91,99,10.9,88,0.6,175.38,34
2939,18,1,2008,34,33,21,23,97,91,11.7,86,0.63,119.16,32
2940,19,1,2008,32,34,26,23,99,97,10.7,83,0.66,171.98,32
2941,20,1,2008,32,32,30,25,95,99,10.7,80,0.55,210.99,37
2942,21,1,2008,37,32,24,24,126,95,11.6,71,0.47,149.51,38
2943,22,1,2008,38,37,27,25,103,126,10.8,77,1.13,207.82,23
2944,23,1,2008,23,38,34,27,98,103,8.3,65,2.32,281.89,25
2945,24,1,2008,25,23,27,22,78,98,7.4,58,0.96,120.53,19
2946,25,1,2008,19,25,27,25,94,78,7.7,61,1.09,167.22,18
2947,26,1,2008,18,19,41,34,89,94,9.3,46,1.17,258.21,24
2948,27,1,2008,24,18,36,31,99,89,11.2,38,1.83,203.16,14
2949,28,1,2008,14,24,49,60,76,99,10.2,32,3.65,286.79,18
2950,29,1,2008,18,14,39,42,82,76,6.6,32,1.39,169.69,23
2951,30,1,2008,23,18,40,34,101,82,7.5,34,1.21,157.82,28
2952,31,1,2008,28,23,33,30,95,101,8.1,59,,,39
2953,1,2,2008,39,28,32,28,109,95,10.1,67,0.58,222.39,37
2954,2,2,2008,37,39,31,27,93,109,11.1,76,0.59,138.67,33
2955,3,2,2008,33,37,37,29,98,93,11.9,79,0.69,150.2,32
2956,4,2,2008,32,33,30,20,98,98,12.2,82,0.77,161.03,25
2957,5,2,2008,25,32,30,20,102,98,12.7,81,1.67,61.02,21
2958,6,2,2008,21,25,33,28,87,102,12.5,79,0.77,85.8,26
2959,7,2,2008,26,21,24,19,90,87,11.7,82,1.16,171.12,18
2960,8,2,2008,18,26,40,32,94,90,9.8,63,0.97,136.36,18
2961,9,2,2008,18,18,41,35,96,94,8,47,1.22,165.18,19
2962,10,2,2008,19,18,37,35,94,96,6.4,47,0.86,190.44,19
2963,11,2,2008,19,19,32,29,94,94,7.4,54,1.16,138.31,23
2964,12,2,2008,23,19,33,35,97,94,6.9,44,1.18,176.05,20
2965,13,2,2008,20,23,35,34,92,97,6.7,40,1.39,163.3,23
2966,14,2,2008,23,20,40,37,104,92,8.5,29,1.36,191.61,21
2967,15,2,2008,21,23,36,31,115,104,9.9,45,0.89,201.22,19
2968,16,2,2008,19,21,39,45,82,115,3.8,33,1.39,108.15,21
2969,17,2,2008,21,19,38,47,84,82,0.7,23,2.42,214.53,21
2970,18,2,2008,21,21,33,41,100,84,1.4,31,1.87,310.05,19
2971,19,2,2008,19,21,36,30,112,100,10.2,32,1.54,206.15,23
2972,20,2,2008,23,19,33,32,111,112,11.3,59,0.83,192.21,25
2973,21,2,2008,25,23,33,27,118,111,11.5,65,0.76,165.62,22
2974,22,2,2008,22,25,33,27,111,118,13,59,0.63,183.22,23
2975,23,2,2008,23,22,33,28,110,111,13.1,65,1,167.08,19
2976,24,2,2008,19,23,43,42,92,110,13.7,46,0.99,156.98,20
2977,25,2,2008,20,19,28,27,98,92,9.3,72,0.66,177.14,23
2978,26,2,2008,23,20,33,28,99,98,13.6,71,,,20
2979,27,2,2008,20,23,35,31,96,99,12.7,83,,,23
2980,28,2,2008,23,20,37,34,90,96,14.2,77,,,
2981,29,2,2008,,23,,,,90,,,,,20
2982,1,3,2008,20,,40,35,87,,15.1,67,,,19
2983,2,3,2008,19,20,42,48,77,87,15.2,46,,,22
2984,3,3,2008,22,19,32,24,110,77,17.2,49,0.79,200.89,23
2985,4,3,2008,23,22,35,28,111,110,15.6,69,,,34
2986,5,3,2008,34,23,37,36,110,111,16.6,69,1.14,195.72,29
2987,6,3,2008,29,34,41,30,84,110,15.6,74,1.42,130.49,29
2988,7,3,2008,29,29,36,31,94,84,13.3,73,1.45,127.77,23
2989,8,3,2008,23,29,39,25,105,94,13,70,0.87,174.33,22
2990,9,3,2008,22,23,58,24,106,105,14.2,59,0.85,160.91,29
2991,10,3,2008,29,22,50,31,93,106,13.4,66,0.87,150.7,37
2992,11,3,2008,37,29,42,39,112,93,15.1,57,1.3,134.3,34
2993,12,3,2008,34,37,47,35,112,112,16.2,59,1.12,225.01,28
2994,13,3,2008,28,34,49,35,113,112,14.9,52,2.16,293.03,30
2995,14,3,2008,30,28,62,42,111,113,14.8,35,1.22,179.61,31
2996,15,3,2008,31,30,51,34,123,111,14.6,52,0.91,147.12,34
2997,16,3,2008,34,31,53,37,97,123,14.1,78,0.96,173,29
2998,17,3,2008,29,34,40,29,96,97,14.8,81,0.82,186.72,29
2999,18,3,2008,29,29,48,32,87,96,16.6,62,1.18,199.75,23
3000,19,3,2008,23,29,44,22,101,87,13.5,55,1.32,188.74,22
3001,20,3,2008,22,23,27,21,78,101,9.6,84,0.99,182.95,29
3002,21,3,2008,29,22,42,27,98,78,13,73,1.33,130.73,37
3003,22,3,2008,37,29,73,40,101,98,15.8,48,1.26,146.57,34
3004,23,3,2008,34,37,60,39,99,101,16.6,59,1.65,151.16,33
3005,24,3,2008,33,34,63,34,92,99,17,55,1.96,258.11,41
3006,25,3,2008,41,33,74,52,92,92,13,38,1.18,222.14,40
3007,26,3,2008,40,41,72,47,110,92,13.2,36,1.5,131.57,28
3008,27,3,2008,28,40,50,29,116,110,12.6,61,1.22,130.45,35
3009,28,3,2008,35,28,69,40,103,116,14,55,1.22,130.54,40
3010,29,3,2008,40,35,72,44,103,103,15,50,1.19,168.58,44
3011,30,3,2008,44,40,70,46,92,103,15.2,52,1.1,165.03,40
3012,31,3,2008,40,44,69,44,104,92,14.5,59,,,38
3013,1,4,2008,38,40,70,49,108,104,14.7,61,1.48,130.16,42
3014,2,4,2008,42,38,72,58,105,108,15.1,66,1.31,87.51,37
3015,3,4,2008,37,42,65,47,94,105,14.2,71,0.98,255.84,27
3016,4,4,2008,27,37,52,42,113,94,11.5,87,1.22,146.73,25
3017,5,4,2008,25,27,46,28,94,113,12.5,83,1.25,218.89,23
3018,6,4,2008,23,25,50,40,96,94,13.1,69,0.99,167.74,34
3019,7,4,2008,34,23,73,42,106,96,17.2,47,0.71,169.82,27
3020,8,4,2008,27,34,49,32,123,106,17.5,62,1.17,158.76,32
3021,9,4,2008,32,27,60,45,100,123,17.2,73,0.97,169.67,36
3022,10,4,2008,36,32,56,43,107,100,16.6,79,0.69,185.19,28
3023,11,4,2008,28,36,27,25,100,107,16.5,88,0.95,185.82,28
3024,12,4,2008,28,28,36,33,85,100,16.4,91,0.91,197.96,27
3025,13,4,2008,27,28,37,30,85,85,19,80,0.77,137.81,22
3026,14,4,2008,22,27,23,18,90,85,18.9,80,1.35,236.59,34
3027,15,4,2008,34,22,65,52,107,90,16.8,61,1.56,288.64,37
3028,16,4,2008,37,34,82,65,122,107,17.4,40,0.92,198.62,34
3029,17,4,2008,34,37,59,42,118,122,16.1,46,1.02,163.17,42
3030,18,4,2008,42,34,67,54,110,118,17,66,0.98,146.88,39
3031,19,4,2008,39,42,55,47,95,110,17.3,79,0.96,200.73,38
3032,20,4,2008,38,39,51,47,88,95,19,80,0.9,174.85,30
3033,21,4,2008,30,38,45,36,105,88,20.1,75,1.27,213.38,31
3034,22,4,2008,31,30,52,28,101,105,21.3,62,1.19,175.96,39
3035,23,4,2008,39,31,72,41,97,101,21,43,1.6,250.56,39
3036,24,4,2008,39,39,76,58,114,97,20.3,44,1.17,135.37,34
3037,25,4,2008,34,39,57,47,82,114,15.4,76,0.97,174.39,40
3038,26,4,2008,40,34,66,55,78,82,15.5,63,0.98,156.24,41
3039,27,4,2008,41,40,70,62,77,78,14.4,66,0.92,161.79,44
3040,28,4,2008,44,41,81,51,77,77,16.3,63,1.06,156.69,37
3041,29,4,2008,37,44,77,47,108,77,18.4,52,1.18,170.71,52
3042,30,4,2008,52,37,84,67,97,108,19.4,51,,,57
3043,1,5,2008,57,52,70,61,67,97,18.9,61,1.31,204.88,37
3044,2,5,2008,37,57,65,57,132,67,22.5,48,2.04,168.86,48
3045,3,5,2008,48,37,81,72,117,132,22,32,1.86,165.94,48
3046,4,5,2008,48,48,80,69,115,117,20.3,39,1.6,136.19,42
3047,5,5,2008,42,48,64,53,100,115,18.5,63,1.13,81.08,30
3048,6,5,2008,30,42,48,38,100,100,15.5,76,0.95,146.33,35
3049,7,5,2008,35,30,60,45,125,100,14.4,69,0.92,212.56,42
3050,8,5,2008,42,35,56,41,92,125,17.6,63,1.36,181.91,37
3051,9,5,2008,37,42,73,57,139,92,20.7,44,1.46,105.57,48
3052,10,5,2008,48,37,66,55,90,139,18.9,61,1.4,132.79,50
3053,11,5,2008,50,48,66,59,78,90,17.8,60,1.44,127.9,43
3054,12,5,2008,43,50,55,46,80,78,18.1,65,1.14,151.92,45
3055,13,5,2008,45,43,61,46,92,80,19,62,1.17,231.25,28
3056,14,5,2008,28,45,55,49,116,92,19.2,60,1.19,264.37,44
3057,15,5,2008,44,28,73,55,104,116,20.3,55,1.1,180.2,43
3058,16,5,2008,43,44,69,52,110,104,21,54,1,165.08,52
3059,17,5,2008,52,43,70,58,101,110,21.6,55,0.94,171.39,54
3060,18,5,2008,54,52,72,60,100,101,22.2,60,0.94,199.56,54
3061,19,5,2008,54,54,78,66,121,100,22.2,64,1.08,190.02,54
3062,20,5,2008,54,54,88,63,109,121,22.5,71,0.96,155.24,42
3063,21,5,2008,42,54,88,51,109,109,23.2,74,1.53,238.45,40
3064,22,5,2008,40,42,74,38,126,109,22.7,55,1.19,246.14,42
3065,23,5,2008,42,40,72,45,128,126,24,46,1.22,201.23,48
3066,24,5,2008,48,42,77,57,98,128,23.9,53,1.09,187.01,46
3067,25,5,2008,46,48,71,54,90,98,24.5,54,1.23,199.92,31
3068,26,5,2008,31,46,62,43,137,90,28.3,44,1.21,159.78,47
3069,27,5,2008,47,31,87,50,97,137,26.1,61,,,51
3070,28,5,2008,51,47,58,51,108,97,28,58,,,46
3071,29,5,2008,46,51,60,50,102,108,26.8,61,,,48
3072,30,5,2008,48,46,87,60,90,102,23.1,64,,,54
3073,31,5,2008,54,48,79,59,88,90,24,55,,,55
3074,1,6,2008,55,54,100,72,106,88,27.4,46,,,48
3075,2,6,2008,48,55,106,63,114,106,25.4,61,,,49
3076,3,6,2008,49,48,81,66,100,114,22.8,58,,,56
3077,4,6,2008,56,49,87,70,92,100,23.2,57,,,50
3078,5,6,2008,50,56,91,62,106,92,24.8,58,,,38
3079,6,6,2008,38,50,80,40,106,106,23.3,61,,,47
3080,7,6,2008,47,38,89,56,101,106,23,63,,,54
3081,8,6,2008,54,47,86,66,83,101,22.2,64,1.16,130.73,34
3082,9,6,2008,34,54,68,39,122,83,21.6,68,0.91,187.66,41
3083,10,6,2008,41,34,80,55,112,122,24.7,51,1.11,192.03,47
3084,11,6,2008,47,41,59,54,122,112,25.8,48,1.23,192.14,51
3085,12,6,2008,51,47,58,58,116,122,26.3,51,1.36,190.58,39
3086,13,6,2008,39,51,90,41,125,116,25.1,54,1.09,182.2,51
3087,14,6,2008,51,39,86,53,103,125,26.2,52,1.4,225.67,50
3088,15,6,2008,50,51,87,52,110,103,27,42,1.4,170.37,57
3089,16,6,2008,57,50,68,59,72,110,25.7,59,1.27,176.51,48
3090,17,6,2008,48,57,61,50,104,72,26.2,62,1.14,208.2,49
3091,18,6,2008,49,48,55,52,109,104,27.8,60,1.23,233.65,44
3092,19,6,2008,44,49,62,46,122,109,31.3,40,2,204.12,55
3093,20,6,2008,55,44,79,57,102,122,29.6,41,1.29,237.24,63
3094,21,6,2008,63,55,73,66,85,102,29.5,45,1.16,186.45,61
3095,22,6,2008,61,63,66,64,86,85,29.6,51,1.3,187.04,57
3096,23,6,2008,57,61,71,60,100,86,30.1,50,1.33,197.16,48
3097,24,6,2008,48,57,66,51,106,100,30.5,50,1.29,213.25,55
3098,25,6,2008,55,48,84,58,110,106,32,45,1.57,141.97,56
3099,26,6,2008,56,55,80,59,104,110,31.3,47,1.21,171.53,49
3100,27,6,2008,49,56,86,51,125,104,30.9,48,1.55,150.05,53
3101,28,6,2008,53,49,76,55,103,125,31.5,42,1.39,187.65,67
3102,29,6,2008,67,53,89,70,84,103,30.5,45,1.26,220.74,55
3103,30,6,2008,55,67,74,57,102,84,29.2,55,,,52
3104,1,7,2008,52,55,68,55,101,102,29.9,51,1.44,198.97,66
3105,2,7,2008,66,52,81,71,101,101,30.4,49,1.52,178.45,58
3106,3,7,2008,58,66,79,62,96,101,29.3,57,1.46,186.6,51
3107,4,7,2008,51,58,71,55,97,96,28,57,1.53,227.04,53
3108,5,7,2008,53,51,86,57,99,97,29.6,46,1.75,151.31,58
3109,6,7,2008,58,53,88,62,98,99,30.3,37,1.47,146.49,53
3110,7,7,2008,53,58,84,56,108,98,29.2,51,1.31,191.22,53
3111,8,7,2008,53,53,87,57,122,108,29.5,49,2,250.39,43
3112,9,7,2008,43,53,75,46,130,122,30.6,38,2.37,225.9,56
3113,10,7,2008,56,43,85,60,105,130,28.8,37,1.51,178.08,58
3114,11,7,2008,58,56,84,62,92,105,28.7,48,1.51,167.23,64
3115,12,7,2008,64,58,88,68,81,92,28.3,51,1.3,182.04,55
3116,13,7,2008,55,64,87,59,86,81,28.8,45,1.51,165.06,42
3117,14,7,2008,42,55,69,45,102,86,28.8,52,1.18,187.85,49
3118,15,7,2008,49,42,70,53,103,102,29.4,48,3.83,313.29,49
3119,16,7,2008,49,49,76,53,103,103,25.8,35,2.27,255.22,52
3120,17,7,2008,52,49,83,56,105,103,27.6,37,1.41,185.85,50
3121,18,7,2008,50,52,74,54,112,105,28.3,46,1.26,188.96,50
3122,19,7,2008,50,50,73,54,95,112,29.3,48,1.1,177.22,66
3123,20,7,2008,66,50,87,70,84,95,30.2,46,1.14,206.94,53
3124,21,7,2008,53,66,83,57,109,84,30.4,52,1.19,177.98,45
3125,22,7,2008,45,53,75,48,100,109,29.1,56,2,249.73,44
3126,23,7,2008,44,45,67,47,107,100,25.5,42,1.69,259.45,42
3127,24,7,2008,42,44,67,45,107,107,24.9,39,1.31,243.39,48
3128,25,7,2008,48,42,74,52,95,107,25.6,43,1.24,235.53,45
3129,26,7,2008,45,48,78,48,107,95,27.5,44,2.02,290.4,53
3130,27,7,2008,53,45,82,57,93,107,27.6,50,1.25,153.83,49
3131,28,7,2008,49,53,76,53,110,93,27.3,56,1.22,178.06,49
3132,29,7,2008,49,49,80,53,110,110,28.5,48,1.4,156.59,46
3133,30,7,2008,46,49,80,50,112,110,29.2,48,1.24,248.53,53
3134,31,7,2008,53,46,84,57,115,112,29.8,44,,,46
3135,1,8,2008,46,53,76,49,98,115,29.1,44,1.3,184.69,59
3136,2,8,2008,59,46,91,63,83,98,28.9,43,1.46,171.82,65
3137,3,8,2008,65,59,94,69,84,83,27.9,49,0.9,200.9,62
3138,4,8,2008,62,65,97,66,107,84,28.9,47,0.64,167.67,58
3139,5,8,2008,58,62,98,62,129,107,29.8,45,0.57,184.75,49
3140,6,8,2008,49,58,88,52,123,129,32.1,41,0.85,182.35,58
3141,7,8,2008,58,49,91,62,92,123,30,51,1.08,191.76,51
3142,8,8,2008,51,58,72,54,88,92,28.6,55,1.18,193.98,52
3143,9,8,2008,52,51,71,55,73,88,28.3,62,1.7,231.79,48
3144,10,8,2008,48,52,73,51,82,73,27.8,50,1.56,158.68,53
3145,11,8,2008,53,48,81,56,95,82,27.4,44,1.17,201.93,53
3146,12,8,2008,53,53,82,57,94,95,28.6,48,1.04,203.1,54
3147,13,8,2008,54,53,81,58,100,94,29.7,51,1,211.64,58
3148,14,8,2008,58,54,94,62,107,100,30.8,47,0.91,189.4,68
3149,15,8,2008,68,58,106,72,88,107,31.6,41,,,49
3150,16,8,2008,49,68,80,53,96,88,30.8,45,1.39,143.55,52
3151,17,8,2008,52,49,84,56,89,96,31.5,42,,,51
3152,18,8,2008,51,52,90,55,126,89,32,32,1.37,137.3,62
3153,19,8,2008,62,51,92,66,114,126,30.2,37,1.09,170.61,62
3154,20,8,2008,62,62,86,67,101,114,29.7,52,1.05,149.88,61
3155,21,8,2008,61,62,81,65,98,101,29.7,53,1.01,215.79,54
3156,22,8,2008,54,61,91,58,118,98,31.4,45,1.3,178.99,58
3157,23,8,2008,58,54,84,62,104,118,31.1,45,1.08,188.38,59
3158,24,8,2008,59,58,86,62,102,104,31.2,44,1.62,214.89,58
3159,25,8,2008,58,59,79,62,109,102,29,47,1.26,170.91,54
3160,26,8,2008,54,58,76,58,98,109,29.2,60,1.3,149.15,47
3161,27,8,2008,47,54,78,51,99,98,29.5,48,0.95,155.87,47
3162,28,8,2008,47,47,65,51,92,99,28.8,43,1.13,220.23,51
3163,29,8,2008,51,47,69,55,90,92,27.5,55,1.59,234.13,48
3164,30,8,2008,48,51,75,52,106,90,28.7,39,2.35,234.96,48
3165,31,8,2008,48,48,64,52,69,106,25.3,52,,,40
3166,1,9,2008,40,48,60,43,88,69,25.7,55,1.23,150.53,36
3167,2,9,2008,36,40,57,39,84,88,25.8,53,1.23,139.05,31
3168,3,9,2008,31,36,51,34,83,84,25.9,60,1.13,188.62,33
3169,4,9,2008,33,31,44,36,80,83,26.5,66,0.93,214.92,36
3170,5,9,2008,36,33,52,39,103,80,27.4,61,0.86,182.86,47
3171,6,9,2008,47,36,51,50,82,103,28.1,58,0.88,234.12,48
3172,7,9,2008,48,47,63,52,81,82,28.1,62,0.97,186.15,36
3173,8,9,2008,36,48,47,40,108,81,28.3,58,0.94,171.86,36
3174,9,9,2008,36,36,69,39,127,108,29.5,48,1.19,179.68,45
3175,10,9,2008,45,36,74,49,101,127,28.2,48,1.2,154.99,40
3176,11,9,2008,40,45,74,43,91,101,26.7,58,1.08,183.65,38
3177,12,9,2008,38,40,68,42,107,91,27.1,58,0.74,187.37,41
3178,13,9,2008,41,38,72,45,92,107,27.4,66,0.72,155.28,37
3179,14,9,2008,37,41,66,40,90,92,27.4,65,0.74,156.05,26
3180,15,9,2008,26,37,52,29,85,90,24.5,70,1.27,137.62,23
3181,16,9,2008,23,26,32,27,84,85,23.4,70,1.06,205.99,22
3182,17,9,2008,22,23,37,26,100,84,21.6,55,3.11,237.98,24
3183,18,9,2008,24,22,44,27,95,100,17.7,44,2.55,119.51,25
3184,19,9,2008,25,24,58,28,115,95,17.9,39,1.58,178.05,23
3185,20,9,2008,23,25,45,26,104,115,16.2,49,1.31,158.93,21
3186,21,9,2008,21,23,46,24,91,104,17.3,46,1.26,187.97,22
3187,22,9,2008,22,21,43,25,100,91,18.2,49,0.96,201.97,26
3188,23,9,2008,26,22,51,28,110,100,19.6,52,1.38,120.61,25
3189,24,9,2008,25,26,47,28,106,110,19.2,61,1.16,161.06,22
3190,25,9,2008,22,25,57,25,99,106,17.3,82,1.05,132.35,27
3191,26,9,2008,27,22,60,30,112,99,19.8,66,1.12,148.1,18
3192,27,9,2008,18,27,25,22,83,112,16.7,76,0.56,133.85,19
3193,28,9,2008,19,18,29,22,83,83,15.8,82,0.87,235.49,22
3194,29,9,2008,22,19,43,25,103,83,16.3,71,0.62,197.74,28
3195,30,9,2008,28,22,49,31,97,103,18.2,65,,,30
3196,1,10,2008,30,28,44,33,98,97,19.5,66,0.76,149.49,21
3197,2,10,2008,21,30,28,24,103,98,18.5,80,0.58,211.24,23
3198,3,10,2008,23,21,25,26,83,103,19.8,83,0.61,178.47,27
3199,4,10,2008,27,23,41,30,90,83,21.2,73,1.56,234.62,29
3200,5,10,2008,29,27,39,32,83,90,18.1,53,1.27,288.44,21
3201,6,10,2008,21,29,38,24,123,83,18.3,42,1.12,265.31,23
3202,7,10,2008,23,21,46,31,120,123,21.1,46,0.79,190.88,28
3203,8,10,2008,28,23,40,27,106,120,20.3,59,0.87,143.5,30
3204,9,10,2008,30,28,45,31,86,106,20,69,0.97,167.77,32
3205,10,10,2008,32,30,46,37,87,86,20,67,1.01,166,24
3206,11,10,2008,24,32,46,34,106,87,21.1,53,1.04,187.02,28
3207,12,10,2008,28,24,49,38,97,106,20.4,56,0.93,176.95,30
3208,13,10,2008,30,28,53,35,99,97,19.1,59,0.89,189.92,28
3209,14,10,2008,28,30,48,33,125,99,19.2,63,0.62,150.4,33
3210,15,10,2008,33,28,54,38,135,125,20.6,58,0.74,181.87,37
3211,16,10,2008,37,33,49,39,116,135,20.2,67,1.03,140.07,41
3212,17,10,2008,41,37,54,44,107,116,20,75,0.93,123.38,38
3213,18,10,2008,38,41,62,49,99,107,20.6,71,1.65,98.92,27
3214,19,10,2008,27,38,40,37,66,99,19.2,69,0.63,181.15,28
3215,20,10,2008,28,27,32,26,76,66,19.6,72,0.73,179.01,38
3216,21,10,2008,38,28,47,41,66,76,19.5,74,1.05,147.06,35
3217,22,10,2008,35,38,50,41,79,66,19.7,68,0.87,157.29,29
3218,23,10,2008,29,35,44,30,92,79,19,62,0.89,156.48,31
3219,24,10,2008,31,29,45,31,89,92,18.4,67,1.06,116.94,32
3220,25,10,2008,32,31,50,42,80,89,18.1,62,0.89,181.19,31
3221,26,10,2008,31,32,44,36,61,80,17.5,67,0.79,148.64,27
3222,27,10,2008,27,31,36,26,71,61,17.2,62,0.76,174.17,31
3223,28,10,2008,31,27,46,37,68,71,17.5,69,0.84,136.06,24
3224,29,10,2008,24,31,48,28,82,68,18.5,65,0.86,144.21,25
3225,30,10,2008,25,24,29,25,93,82,19.2,72,0.64,192.82,27
3226,31,10,2008,27,25,28,28,85,93,19.7,82,,,26
3227,1,11,2008,26,27,29,24,76,85,19.9,82,0.68,153.43,26
3228,2,11,2008,26,26,34,24,77,76,20.1,80,0.66,161.27,25
3229,3,11,2008,25,26,41,23,85,77,20.6,67,0.63,187.45,28
3230,4,11,2008,28,25,37,28,89,85,19.5,77,0.75,120.93,29
3231,5,11,2008,29,28,32,28,89,89,19.3,77,0.58,170,29
3232,6,11,2008,29,29,37,31,91,89,18.8,70,,,26
3233,7,11,2008,26,29,54,34,96,91,18.5,63,,,25
3234,8,11,2008,25,26,43,32,72,96,18.1,67,,,22
3235,9,11,2008,22,25,46,33,98,72,16.5,56,1.01,147.99,23
3236,10,11,2008,23,22,39,25,85,98,16.5,54,,,30
3237,11,11,2008,30,23,41,33,90,85,16,49,,,30
3238,12,11,2008,30,30,33,29,90,90,14.6,63,,,29
3239,13,11,2008,29,30,40,24,99,90,15.1,68,,,23
3240,14,11,2008,23,29,37,20,86,99,16,68,,,28
3241,15,11,2008,28,23,25,24,82,86,15.6,78,,,25
3242,16,11,2008,25,28,30,22,75,82,15.4,77,,,31
3243,17,11,2008,31,25,32,29,84,75,14.8,67,,,21
3244,18,11,2008,21,31,27,15,101,84,9.8,78,,,19
3245,19,11,2008,19,21,26,12,109,101,10.3,83,1.25,289.35,25
3246,20,11,2008,25,19,33,31,101,109,12.2,57,1.12,199.66,28
3247,21,11,2008,28,25,32,18,109,101,14.9,61,1.06,145.87,26
3248,22,11,2008,26,28,49,36,75,109,12.8,58,2.42,212.93,24
3249,23,11,2008,24,26,50,29,97,75,7.1,45,0.54,208.49,22
3250,24,11,2008,22,24,24,21,89,97,7.3,78,0.98,153,31
3251,25,11,2008,31,22,22,24,84,89,10.4,85,0.49,255.85,23
3252,26,11,2008,23,31,19,17,111,84,12.9,80,1.44,188.35,23
3253,27,11,2008,23,23,34,22,120,111,9.1,53,1.17,257.67,25
3254,28,11,2008,25,23,20,22,106,120,9.4,70,1.39,163.76,25
3255,29,11,2008,25,25,31,25,100,106,11.3,77,1.08,160.68,27
3256,30,11,2008,27,25,21,27,93,100,12.4,83,,,25
3257,1,12,2008,25,27,16,19,101,93,13.6,81,0.63,188.26,25
3258,2,12,2008,25,25,18,19,83,101,14.4,86,0.72,207.14,20
3259,3,12,2008,20,25,30,24,77,83,18.1,76,,,26
3260,4,12,2008,26,20,51,44,78,77,19.8,63,1.05,161.14,16
3261,5,12,2008,16,26,40,26,101,78,18.2,50,0.97,90.64,13
3262,6,12,2008,13,16,35,10,90,101,16.3,61,1.36,245.85,19
3263,7,12,2008,19,13,30,25,68,90,13.5,66,2.94,334.4,22
3264,8,12,2008,22,19,29,29,54,68,10,46,1.92,277.28,21
3265,9,12,2008,21,22,32,24,71,54,8.1,44,0.78,150.14,14
3266,10,12,2008,14,21,21,17,90,71,7.8,58,0.64,221,13
3267,11,12,2008,13,14,22,16,84,90,8.6,78,4.2,97.16,29
3268,12,12,2008,29,13,40,33,70,84,11.5,75,0.71,171.73,10
3269,13,12,2008,10,29,21,8,85,70,11.8,89,1.08,174.55,13
3270,14,12,2008,13,10,27,15,83,85,12.2,87,2.75,96,18
3271,15,12,2008,18,13,38,29,100,83,13.6,78,1.92,101.18,17
3272,16,12,2008,17,18,26,19,77,100,13.6,76,1.2,83.29,9
3273,17,12,2008,9,17,18,8,91,77,13.8,81,1.76,111.36,16
3274,18,12,2008,16,9,32,20,90,91,14.6,77,0.78,137.37,12
3275,19,12,2008,12,16,24,9,110,90,13.9,77,2.22,203.1,14
3276,20,12,2008,14,12,24,18,91,110,11.5,59,2.66,313.88,18
3277,21,12,2008,18,14,29,28,86,91,8.7,55,2.45,275.93,19
3278,22,12,2008,19,18,33,28,99,86,8.9,51,2.96,268.3,20
3279,23,12,2008,20,19,38,38,106,99,9.5,47,2.81,327.72,19
3280,24,12,2008,19,20,41,42,111,106,6.8,41,0.98,202.72,17
3281,25,12,2008,17,19,38,29,95,111,5.4,40,1.22,248.05,19
3282,26,12,2008,19,17,35,28,82,95,4.8,60,1.46,90.21,18
3283,27,12,2008,18,19,36,25,94,82,3.8,73,1.09,150.8,17
3284,28,12,2008,17,18,34,22,92,94,4.9,62,1.09,181.33,16
3285,29,12,2008,16,17,33,23,114,92,5,57,1.06,236.09,17
3286,30,12,2008,17,16,33,25,113,114,3.2,52,0.75,192.48,15
3287,31,12,2008,15,17,28,20,115,113,3.8,56,,,17
3288,1,1,2009,17,15,38,21,105,115,4.2,62,0.76,180.12,16
3289,2,1,2009,16,17,38,19,130,105,6.7,63,1.44,223.03,13
3290,3,1,2009,13,16,34,18,122,130,5.2,81,1.25,159.26,18
3291,4,1,2009,18,13,37,20,91,122,4.8,80,1.39,144.75,18
3292,5,1,2009,18,18,41,20,107,91,4.9,69,0.91,202.86,18
3293,6,1,2009,18,18,43,21,103,107,6.6,67,0.66,164.75,14
3294,7,1,2009,14,18,22,14,104,103,7.4,78,0.72,267.54,13
3295,8,1,2009,13,14,24,16,113,104,7.3,81,1.53,100.7,15
3296,9,1,2009,15,13,38,21,106,113,5.6,72,0.92,162.27,13
3297,10,1,2009,13,15,28,17,110,106,6.4,67,1.1,158.81,16
3298,11,1,2009,16,13,33,19,98,110,6.3,69,1.64,86.63,15
